company,product,typename,inches,cpu,ram(GB),gpu,opsys,weight(kg),price,resolution,screentype,touchscreen,cpu_freq(GHz),memory_1_sto(GB),memory_1_type,memory_2_sto(GB),memory_2_type,cpu_brand,gpu_brand
HP,Probook 450,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.04,806.0,1920x1080,,0.0,2.5,1000,HDD,0,NaN,Intel,Intel
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1060,Windows 10,2.5,1189.0,1920x1080,IPSPanel,0.0,2.8,128,SSD,1000,HDD,Intel,Nvidia
Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U ,8,AMD Radeon R7 M445,Windows 10,2.36,749.0,1366x768,,0.0,2.7,1000,HDD,0,NaN,Intel,AMD
Dell,Latitude 5480,Notebook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620 ,Windows 10,1.6,1119.0,1920x1080,,0.0,2.5,128,SSD,0,NaN,Intel,Intel
HP,EliteBook Folio,Netbook,12.5,Intel Core M 6Y75 ,8,Intel HD Graphics 515,Windows 10,0.97,1908.0,1920x1080,,0.0,1.2,512,SSD,0,NaN,Intel,Intel
HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon 520,Windows 10,2.1,499.0,1920x1080,,0.0,2.0,128,SSD,1000,HDD,Intel,AMD
Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,No OS,1.9,270.62,1366x768,,0.0,1.1,128,SSD,0,NaN,Intel,Intel
Lenovo,ThinkPad T560,Notebook,15.6,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,2.3,1349.0,1920x1080,,0.0,2.3,256,SSD,0,NaN,Intel,Intel
Dell,Inspiron 5378,2 in 1 Convertible,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.68,889.0,1920x1080,,1.0,2.5,256,SSD,0,NaN,Intel,Intel
Asus,ZenBook UX310UA-FB485T,Notebook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.4,1150.0,3200x1800,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
HP,Spectre 13-V111dx,Ultrabook,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.11,1349.0,1920x1080,IPSPanel,1.0,2.7,256,SSD,0,NaN,Intel,Intel
Acer,Aspire ES1-533,Notebook,15.6,Intel Pentium Quad Core N4200 ,4,Intel HD Graphics 505,Windows 10,2.4,380.0,1366x768,,0.0,1.1,500,HDD,0,NaN,Intel,Intel
Asus,Rog GL553VE-DS74,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1799.0,1920x1080,,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
HP,EliteBook 840,Ultrabook,14.0,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.48,2089.0,1920x1080,,0.0,2.7,512,SSD,0,NaN,Intel,Intel
Acer,Nitro 5,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.7,1260.0,1920x1080,IPSPanel,0.0,2.8,128,SSD,1000,HDD,Intel,Nvidia
HP,ENVY -,Notebook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.34,1189.0,1920x1080,IPSPanel,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Dell,Vostro 3568,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.18,547.0,1366x768,,0.0,2.4,128,SSD,0,NaN,Intel,Intel
HP,Probook 440,Notebook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.64,779.0,1366x768,,0.0,2.5,500,HDD,0,NaN,Intel,Intel
Toshiba,Portege Z30-C-16H,Notebook,13.3,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,1.2,1195.0,1920x1080,,0.0,2.3,128,SSD,0,NaN,Intel,Intel
HP,EliteBook 840,Notebook,14.0,Intel Core i5 6300U ,4,Intel HD Graphics 520,Windows 10,1.48,1099.99,1366x768,,0.0,2.4,256,SSD,0,NaN,Intel,Intel
HP,ProBook 640,Notebook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.95,1205.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
HP,EliteBook 1040,Ultrabook,14.0,Intel Core i7 6600U ,8,Intel HD Graphics 520,Windows 7,1.43,1449.0,1920x1080,,0.0,2.6,256,SSD,0,NaN,Intel,Intel
HP,ProBook 440,Notebook,14.0,Intel Core i5 7200U ,8,Nvidia GeForce 930MX,Windows 10,1.64,1049.26,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Nvidia
HP,Probook 440,Notebook,14.0,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,1.64,684.0,1366x768,,0.0,2.4,500,HDD,0,NaN,Intel,Intel
Dell,Inspiron 7567,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.65,949.0,1920x1080,,0.0,2.5,1000,Hybrid,0,NaN,Intel,Nvidia
HP,EliteBook 820,Ultrabook,12.5,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.26,1539.0,1920x1080,,0.0,2.5,500,HDD,0,NaN,Intel,Intel
HP,Elitebook 840,Notebook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.48,1590.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
HP,EliteBook 840,Ultrabook,14.0,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.54,1887.21,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
HP,Probook 430,Notebook,13.3,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,1.49,800.0,1366x768,,0.0,2.4,500,HDD,0,NaN,Intel,Intel
Toshiba,Portege A30-C-1CZ,Notebook,13.3,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.5,1210.0,1366x768,,0.0,2.3,256,SSD,0,NaN,Intel,Intel
HP,ProBook 450,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.04,769.99,1366x768,,0.0,2.4,256,SSD,0,NaN,Intel,Intel
Lenovo,ThinkPad P70,Notebook,17.3,Intel Core i7 6820HQ ,16,Nvidia Quadro 3000M,Windows 7,2.4,2968.0,3840x2160,IPSPanel,0.0,2.7,512,SSD,0,NaN,Intel,Nvidia
Toshiba,Tecra Z40-C-12Z,Notebook,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.47,1490.0,1920x1080,IPSPanel,0.0,2.3,256,SSD,0,NaN,Intel,Intel
HP,EliteBook 1040,Notebook,14.0,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.43,2229.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Dell,Inspiron 5568,2 in 1 Convertible,15.6,Intel Core i3 6100U ,4,Intel HD Graphics 520,Windows 10,2.08,795.99,1920x1080,IPSPanel,1.0,2.3,1000,HDD,0,NaN,Intel,Intel
Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.2,1590.0,1920x1080,,0.0,2.3,256,SSD,0,NaN,Intel,Intel
HP,Spectre 13-V100nv,Notebook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.11,1149.0,1920x1080,IPSPanel,0.0,2.5,256,SSD,0,NaN,Intel,Intel
HP,ProBook 440,Notebook,14.0,Intel Core i7 7500U ,8,Nvidia GeForce 930MX,Windows 10,1.64,1185.43,1920x1080,,0.0,2.7,256,SSD,0,NaN,Intel,Nvidia
Dell,Latitude E5570,Notebook,15.6,Intel Core i5 6300U ,8,Intel HD Graphics 520,Windows 10,2.09,1046.44,1920x1080,,0.0,2.4,500,HDD,0,NaN,Intel,Intel
HP,Elitebook 820,Ultrabook,12.5,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.26,1559.0,1366x768,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
HP,ProBook 650,Notebook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,2.31,1189.0,1366x768,,0.0,2.5,500,HDD,0,NaN,Intel,Intel
HP,ProBook 640,Notebook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.95,1060.0,1366x768,,0.0,2.5,500,HDD,0,NaN,Intel,Intel
Dell,XPS 13,Ultrabook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.29,1624.0,3200x1800,,1.0,2.5,256,SSD,0,NaN,Intel,Intel
HP,Probook 470,Notebook,17.3,Intel Core i5 7200U ,8,Nvidia GeForce 930MX,Windows 10,2.63,1080.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Nvidia
HP,ProBook 440,Notebook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.64,973.0,1366x768,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Acer,Aspire 3,Notebook,15.6,AMD A9-Series 9420 ,6,AMD Radeon R5,Windows 10,2.1,409.0,1366x768,,0.0,3.0,1000,HDD,0,NaN,AMD,AMD
MSI,GL72M 7RDX,Gaming,17.3,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.7,1191.8,1920x1080,,0.0,2.8,128,SSD,1000,HDD,Intel,Nvidia
HP,Probook 640,Notebook,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,1.95,1195.0,1920x1080,,0.0,2.3,256,SSD,0,NaN,Intel,Intel
HP,EliteBook 850,Notebook,15.6,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.84,1228.99,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
HP,EliteBook 820,Ultrabook,12.5,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.26,1349.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
HP,ProBook 450,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,2.04,742.0,1366x768,,0.0,2.5,500,HDD,0,NaN,Intel,Intel
Toshiba,Tecra Z40-C-136,Ultrabook,14.0,Intel Core i7 6600U ,8,Intel HD Graphics 520,Windows 10,1.47,1725.0,1920x1080,IPSPanel,0.0,2.6,256,SSD,0,NaN,Intel,Intel
Dell,Latitude E5570,Notebook,15.6,Intel Core i5 6300U ,8,Intel HD Graphics 520,Windows 7,2.09,1062.95,1920x1080,,0.0,2.4,256,SSD,0,NaN,Intel,Intel
HP,ProBook 440,Notebook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.64,1010.51,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,Intel Core i7 6500U ,4,Intel HD Graphics 520,Windows 10,1.8,847.0,1920x1080,IPSPanel,1.0,2.5,256,SSD,0,NaN,Intel,Intel
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,Intel Atom X5-Z8350 ,2,Intel HD Graphics 400,Windows 10,1.45,210.8,1366x768,,0.0,1.44,32,FlashStorage,0,NaN,Intel,Intel
Toshiba,Tecra A50-C-218,Notebook,15.6,Intel Core i7 6500U ,16,Nvidia GeForce 930M,Windows 10,2.4,1425.0,1920x1080,IPSPanel,0.0,2.5,256,SSD,0,NaN,Intel,Nvidia
Lenovo,Thinkpad L560,Notebook,15.6,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,2.3,1049.6,1920x1080,,0.0,2.3,256,SSD,0,NaN,Intel,Intel
HP,EliteBook 840,Notebook,14.0,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,1.54,1000.0,1920x1080,,0.0,2.3,500,HDD,0,NaN,Intel,Intel
HP,EliteBook 850,Notebook,15.6,Intel Core i5 6300U ,8,Intel HD Graphics 520,Windows 10,1.84,2103.34,1920x1080,,0.0,2.4,256,SSD,500,HDD,Intel,Intel
HP,EliteBook 1040,Notebook,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,1.43,1469.0,1920x1080,,0.0,2.3,256,SSD,0,NaN,Intel,Intel
MSI,GT72S Dominator,Gaming,17.3,Intel Core i7 6820HK ,16,Nvidia GeForce GTX 980M,Windows 10,3.78,1545.64,1920x1080,IPSPanel,0.0,2.7,256,SSD,1000,HDD,Intel,Nvidia
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 980M,Windows 10,4.6,2289.99,1920x1080,IPSPanel,0.0,2.6,128,SSD,1000,HDD,Intel,Nvidia
Asus,Chromebook C202SA,Netbook,11.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Chrome OS,1.2,287.9,1366x768,,0.0,1.6,16,FlashStorage,0,NaN,Intel,Intel
Lenovo,ThinkPad X1,Notebook,14.0,Intel Core i7 6600U ,16,Intel HD Graphics 520,Windows 7,1.1,2620.0,2560x1440,IPSPanel,0.0,2.6,256,SSD,0,NaN,Intel,Intel
HP,Noteb Pav,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce 940MX,Windows 10,1.91,979.0,1920x1080,IPSPanel,0.0,2.7,1000,HDD,0,NaN,Intel,Nvidia
Dell,Inspiron 5578,2 in 1 Convertible,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.3,1094.0,1920x1080,IPSPanel,1.0,2.7,256,SSD,0,NaN,Intel,Intel
HP,ProBook 450,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,2.04,979.0,1366x768,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.2,2254.0,3200x1800,,1.0,2.7,1000,SSD,0,NaN,Intel,Intel
HP,ProBook 650,Notebook,15.6,Intel Core i3 6100U ,4,Intel HD Graphics 520,Windows 10,2.31,705.15,1366x768,,0.0,2.3,500,HDD,0,NaN,Intel,Intel
HP,250 G5,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,No OS,1.96,499.0,1366x768,,0.0,2.5,500,HDD,0,NaN,Intel,Intel
Acer,Aspire ES1-523,Notebook,15.6,AMD A8-Series 7410 ,8,AMD Radeon R5,Windows 10,2.4,449.0,1366x768,,0.0,2.2,1000,HDD,0,NaN,AMD,AMD
Dell,Inspiron 7378,2 in 1 Convertible,13.3,Intel Core i7 7500U ,12,Intel HD Graphics 620,Windows 10,1.6,1299.0,1920x1080,IPSPanel,1.0,2.7,256,SSD,0,NaN,Intel,Intel
MSI,GT62VR 6RD,Gaming,15.6,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.94,1819.0,1920x1080,,0.0,2.6,256,SSD,1000,HDD,Intel,Nvidia
HP,ProBook 450,Notebook,15.6,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,2.04,1070.0,1920x1080,,0.0,2.7,256,SSD,0,NaN,Intel,Intel
Asus,Rog G752VL-GC088D,Gaming,17.3,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 965M,No OS,4.0,998.0,1920x1080,IPSPanel,0.0,2.6,1000,HDD,0,NaN,Intel,Nvidia
Dell,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics,Windows 10,2.25,559.0,1920x1080,,0.0,2.5,1000,HDD,0,NaN,Intel,Intel
Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U ,16,AMD Radeon R7 M445,Windows 10,2.32,989.99,1920x1080,,0.0,2.7,2000,HDD,0,NaN,Intel,AMD
MSI,GS63VR 6RF,Gaming,15.6,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,1.8,1929.0,1920x1080,,0.0,2.6,256,SSD,1000,HDD,Intel,Nvidia
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.29,1458.0,1920x1080,,0.0,2.7,256,SSD,0,NaN,Intel,Intel
Asus,ROG G701VO,Gaming,17.3,Intel Core i7 6820HK ,64,Nvidia GeForce GTX 980 ,Windows 10,3.58,3975.0,1920x1080,IPSPanel,0.0,2.7,1000,SSD,0,NaN,Intel,Nvidia
Dell,Inspiron 5368,2 in 1 Convertible,13.3,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.62,798.01,1920x1080,,1.0,2.5,256,SSD,0,NaN,Intel,Intel
Dell,Alienware 15,Gaming,15.6,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 970M,Windows 10,3.21,1329.0,3840x2160,,0.0,2.6,256,SSD,1000,HDD,Intel,Nvidia
Apple,"MacBook 12""",Ultrabook,12.0,Intel Core M ,8,Intel HD Graphics 515,Mac OS X,0.92,1300.0,2304x1440,IPSPanelRetinaDisplay,0.0,1.1,256,FlashStorage,0,NaN,Intel,Intel
Dell,Latitude 3570,Notebook,15.6,Intel Core i3 6100U ,4,Intel HD Graphics 520,Windows 10,2.06,481.98,1366x768,,0.0,2.3,500,HDD,0,NaN,Intel,Intel
HP,ProBook 650,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,2.31,1199.0,1366x768,,0.0,2.3,500,HDD,0,NaN,Intel,Intel
HP,EliteBook 820,Ultrabook,12.5,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,1.26,1199.0,1920x1080,,0.0,2.3,256,SSD,0,NaN,Intel,Intel
HP,ProBook 430,Notebook,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.49,1090.0,1920x1080,,0.0,2.7,256,SSD,0,NaN,Intel,Intel
Lenovo,ThinkPad Yoga,Ultrabook,12.5,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.3,1713.49,1920x1080,IPSPanel,1.0,2.5,256,SSD,0,NaN,Intel,Intel
Lenovo,IdeaPad 300-17ISK,Notebook,17.3,Intel Core i5 6200U ,8,AMD Radeon R5 M330,Windows 10,3.0,659.0,1600x900,,0.0,2.3,1000,HDD,0,NaN,Intel,AMD
Lenovo,Ideapad 700-15ISK,Notebook,15.6,Intel Core i5 6300HQ ,4,Nvidia GeForce GTX 950M,Windows 10,2.3,977.0,1920x1080,IPSPanel,0.0,2.3,1000,HDD,0,NaN,Intel,Nvidia
MSI,GT72VR Dominator,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,3.78,2499.0,1920x1080,,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,2.1,540.0,1366x768,,0.0,2.3,500,HDD,0,NaN,Intel,Intel
HP,Probook 650,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 7,2.31,940.0,1920x1080,,0.0,2.3,500,HDD,0,NaN,Intel,Intel
Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,Intel Core M 6Y75 ,8,Intel HD Graphics 515,Windows 10,0.99,1399.0,2560x1440,IPSPanel,1.0,1.2,512,SSD,0,NaN,Intel,Intel
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Intel Core i7 6820HK ,32,Nvidia GeForce GTX 980M,Windows 10,4.6,3240.0,1920x1080,IPSPanel,0.0,2.7,512,SSD,1000,Hybrid,Intel,Nvidia
Lenovo,Yoga Book,2 in 1 Convertible,10.1,Intel Atom x5-Z8550 ,4,Intel HD Graphics 400,Windows 10,0.69,646.27,1920x1200,IPSPanel,1.0,1.44,64,FlashStorage,0,NaN,Intel,Intel
HP,Spectre x360,Ultrabook,13.3,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.3,2049.0,3840x2160,IPSPanel,0.0,2.7,512,SSD,0,NaN,Intel,Intel
Dell,Vostro 3568,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.18,750.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
HP,EliteBook 840,Notebook,14.0,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 7,1.54,1030.99,1920x1080,,0.0,2.3,500,HDD,0,NaN,Intel,Intel
HP,ZBook 15u,Workstation,15.6,Intel Core i7 6500U ,8,AMD FirePro W4190M,Windows 7,1.9,1495.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,AMD
Lenovo,ThinkPad T460,Notebook,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,1.7,1199.0,1920x1080,,0.0,2.3,180,SSD,0,NaN,Intel,Intel
HP,Chromebook 13,Notebook,13.3,Intel Pentium Dual Core 4405Y ,4,Intel HD Graphics 515,Chrome OS,1.29,615.0,3200x1800,,0.0,1.5,32,FlashStorage,0,NaN,Intel,Intel
Acer,Aspire ES1-523,Notebook,15.6,AMD A8-Series 7410 ,4,AMD Radeon R5,Windows 10,2.4,387.0,1366x768,,0.0,2.2,500,HDD,0,NaN,AMD,AMD
Dell,Inspiron 3552,Notebook,15.6,Intel Pentium Quad Core N3700 ,4,Intel HD Graphics,Linux,2.2,393.49,1366x768,,0.0,1.6,500,HDD,0,NaN,Intel,Intel
HP,250 G6,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,No OS,1.86,345.99,1366x768,,0.0,2.0,1000,HDD,0,NaN,Intel,Intel
Asus,Rog GL702VM-GC354T,Gaming,17.3,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1060,Windows 10,2.7,1599.0,1920x1080,IPSPanel,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
Dell,Inspiron 5370,Ultrabook,13.3,Intel Core i5 8250U ,4,AMD Radeon 530,Windows 10,1.4,818.35,1920x1080,IPSPanel,0.0,1.6,256,SSD,0,NaN,Intel,AMD
HP,Elitebook 820,Netbook,12.5,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 7,2.4,1599.0,1366x768,,0.0,2.3,128,SSD,0,NaN,Intel,Intel
Acer,Aspire F5-573G,Notebook,15.6,Intel Core i5 7200U ,8,Nvidia GeForce GTX 950M,Windows 10,2.4,799.0,1920x1080,,0.0,2.5,256,SSD,1000,HDD,Intel,Nvidia
Dell,Inspiron 5567,Notebook,15.6,Intel Core i5 7200U ,8,AMD Radeon R7 M445,Windows 10,2.36,638.8,1920x1080,,0.0,2.5,1000,HDD,0,NaN,Intel,AMD
MSI,GS70 Stealth,Gaming,17.3,Intel Core i7 6700HQ ,8,Nvidia GeForce GTX 965M,Windows 10,2.6,1599.0,1920x1080,,0.0,2.6,256,SSD,0,NaN,Intel,Nvidia
HP,250 G5,Notebook,15.6,Intel Pentium Quad Core N3710 ,4,Intel HD Graphics 405,Windows 10,1.96,500.0,1366x768,,0.0,1.6,1000,HDD,0,NaN,Intel,Intel
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 980M,Windows 10,4.3,2299.0,1920x1080,IPSPanel,0.0,2.6,128,SSD,1000,HDD,Intel,Nvidia
Dell,Latitude E5270,Ultrabook,12.5,Intel Core i3 6100U ,4,Intel HD Graphics 520,Windows 7,1.5,1135.15,1366x768,,0.0,2.3,500,HDD,0,NaN,Intel,Intel
Dell,Latitude E5270,Ultrabook,12.5,Intel Core i3 6100U ,4,Intel HD Graphics 520,Windows 7,1.5,1166.97,1366x768,,0.0,2.3,128,SSD,0,NaN,Intel,Intel
Acer,Chromebook 15,Notebook,15.6,Intel Celeron Dual Core 3205U ,4,Intel HD Graphics,Chrome OS,2.2,209.0,1366x768,,0.0,1.5,16,SSD,0,NaN,Intel,Intel
HP,ZBook 17,Workstation,17.3,Intel Core i7 6700HQ ,8,AMD FirePro W6150M,Windows 7,3.0,2899.0,1920x1080,IPSPanel,0.0,2.6,1000,HDD,0,NaN,Intel,AMD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,1199.0,1920x1080,,0.0,2.8,512,SSD,0,NaN,Intel,Nvidia
Dell,Latitude E5270,Ultrabook,12.5,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,1.5,1413.1,1366x768,,0.0,2.3,256,SSD,0,NaN,Intel,Intel
MSI,GE72 Apache,Gaming,17.3,Intel Core i7 6700HQ ,8,Nvidia GeForce GTX 960M,Windows 10,2.9,1511.19,1920x1080,,0.0,2.6,128,SSD,1000,HDD,Intel,Nvidia
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,2.1,867.0,1920x1080,IPSPanel,1.0,2.3,256,SSD,0,NaN,Intel,Intel
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,AMD A6-Series 9220 ,4,AMD Radeon R4,Windows 10,2.1,398.0,1920x1080,,0.0,2.5,1000,HDD,0,NaN,AMD,AMD
Asus,Rog GL552VW-CN470T,Gaming,15.6,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 960M,Windows 10,2.59,1339.0,1920x1080,IPSPanel,0.0,2.6,128,SSD,1000,HDD,Intel,Nvidia
HP,EliteBook 1030,Notebook,13.3,Intel Core M 6Y54 ,8,Intel HD Graphics 515,Windows 10,1.16,1699.0,3200x1800,,1.0,1.1,256,SSD,0,NaN,Intel,Intel
Dell,Vostro 3559,Notebook,15.6,Intel Core i5 6200U ,4,AMD Radeon R5 M315,Windows 7,2.24,769.15,1366x768,,0.0,2.3,500,HDD,0,NaN,Intel,AMD
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.1,429.0,1366x768,,0.0,2.0,128,SSD,0,NaN,Intel,Intel
HP,Spectre Pro,Ultrabook,13.3,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.16,1969.0,1920x1080,,0.0,2.5,512,SSD,0,NaN,Intel,Intel
Lenovo,Yoga Book,2 in 1 Convertible,10.1,Intel Atom x5-Z8550 ,4,Intel HD Graphics 400,Android,0.69,549.0,1920x1200,IPSPanel,1.0,1.44,64,FlashStorage,0,NaN,Intel,Intel
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 7560U ,8,Intel Iris Plus Graphics 640,Windows 10,1.23,1379.0,1920x1080,,0.0,2.4,256,SSD,0,NaN,Intel,Intel
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Intel Core i7 6820HK ,16,Nvidia GeForce GTX 980M,Windows 10,4.6,2749.99,1920x1080,IPSPanel,0.0,2.7,256,SSD,1000,Hybrid,Intel,Nvidia
Razer,Blade Stealth,Ultrabook,12.5,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.25,1029.0,3840x2160,,1.0,2.5,256,SSD,0,NaN,Intel,Intel
Toshiba,Portege X30-D-10K,Ultrabook,13.3,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.05,2226.0,1920x1080,,0.0,2.7,512,SSD,0,NaN,Intel,Intel
