content,annotation/label/0
C'mon let's hear it. Do you know that pig is still alive. They were told it would stay small  it is 160 lbs now. Very loved.,0
fuck yeah ima dancer too!,0
bitch  its 10:40.,0
you do have a problem. What did u get bitch?,0
damn i want to be a Jew this year! i want to go to the movies and get Chinese noddles,0
that sucks man. I feel for you,0
the weather is the same here.  I hate rain when it's cold :(,0
My age group was courrupted at a young age. Damn interwebs. Then again  I don't anyone my age irl who is in fandom/reads fanfic.,0
Damn :/ I remember I was always trying to save for a Kiko Transwhatever its called potion.,0
Omg that sucks. Im sorry :(,0
Lmao not as bad as other people :) *cough* @allieoop95 @brookoverroxx *cough* my Mommys :) Hehe. Are you a twitter whore? :),0
Ha. i can imagine people stopping! EW and my guinea-pig just pissed on me  goddamn him. Stupid obese git!,0
still afraid of needles?  i just got told i've got to have 12 into my face. Fuck illness.,0
HA  knew it O_O  i've been telling people  no one knows! now i just get weird looks  ah well  fuck them.,0
Get the fuck out of my head. I was just thinking about doing a video to that song YESTERDAY!  We have ESPN!,0
thanks hun i made it to cerritos in some alright timing...wow LA traffic is a mother of a bitch and im being nice...,0
damn you L ...damn you...wait how thehell do youhave chocolate eclairs in japan..i bet you cant get JAMICAN BEEF PATTIES! pooey!,0
damn L me got the boot...but thank jesus lord no pussy rips for you anytime soon...just more passion fruit and DR scholng,0
YES!!! its MADAM PUSSY X PINK....heel girl ...,0
no Miller High life but had a damn good Ginger Ale!,0
no it's the 3rd one but damn is it awesome.,0
aim kills my battery. Sucks having a 2 year old sk :(,0
w/e. Still a nerd.,0
cool  then we can start the one where we videotape me putting my foot up your ass.,0
omg!!! you're allowed to use this site at school?!? fuck our school gov. man!!! we get NOTHIN!!! school is SO mundane......,0
fuck!!! that sucks arse!!! lol....omg....i just cut my face with my ring!!! OOOWWWW!!!!!!!!!!!!!!,0
I'ma dumb fuck sometimes....lol.....oh....i knew the memory thing....but i thought the mice was a myth... .........,0
are you calling me fat? T.T,0
gahh it sucks...   ):  but hey... Closer till the 27th,0
im sorry bro. Fuck that bitch.,0
that still kinda sucks.,0
Being hermit because I kewl like that! ("kewl" meanin' "loser") lol jks,0
Lol well 512k is what I'm on right now. Sucks even on ethernet =(,0
i am reading all of the posts you have done recently and i really have to say that i hate you right now...,0
god damn =/ i remember when i was a pateint gg it sucked so bad i didint get any pain killers dumbasss nurses their omfg...,0
they always asked me brent   on a scale of 1-10 whats ur pain im like 1 fucking million bitch and they are like  ok no meds =(,0
LOL SHE SAID YOU CAN HAVE HER SWEET VAG / ASS IF U PAY HER LOL !,0
LOL im so sorry im just so fucking high atm !,0
O.o how could i not lol !!! i mean what happened last night when we talked soo much omfg ! it was just fucking amazing,0
Hows The RAM? 250  360  360gb's Damn Dude.i only have 160gb :(,0
Get used to it.  WaMu's been fucking me over with my live-check deposits since I opened the account 2 years ago.  5 day  90% hold.,0
la intalnirile viitoare pentru ca la asta  din pacate  nu am cum sa ajung :(,0
why do you sleep so damn late? haha,0
shouldn't you be working instead of fucking around on twitter?,0
nobody talks to my sister like that! Take ur goddamn frive iphrones and get the fuck out!,0
you are one sick fuck my friend. I think I'm scarred for life.,0
I know it just sucks edited. Even though it is pretty funny hearing what they replace the curses with.,0
oh that sucks  sorry about that.....at least u can get some work done now,0
and yea of course thats fine.....and hamels is a bitch..i dont pay attention to any phillies player anyway,0
LOL im a big enough loser as it is...u want me to ice skate (a person with no balance) and look more like a loser? LOL,0
damn... plane crash... ehhh no bueno.,0
you've seen Angry video game nerd on youtube right?,0
I listen to songs right after I get them.. so I JUST got these. I hate having anything unlistened. LISTEN. NOW.,0
we used to drop big-ass M80 firecrackers into catch basins to eradicate rats.,0
oh  I agree. the only soup that's a pain in the ass is gumbo :-),0
i was gonna say control freak  but i'll work with your definition :-P,0
awww that sucks I'm sorry!!!,0
They are a pain in the ass but oh sooo comfy!!! Worth the $1000!!!,0
yea I know right? I was like awww damn!,0
i hope you dont mean port charlotte. :P this town sucks.,0
damn son. I just saw the cool and dee joint to. Still rocking the mixtape tho. Keep that fire coming...,0
Common is rocking them nerd glasses.,0
i hate when people bike anywhere apart from the sidewalk. i would run you over in an instant!,0
Still warming up from shoveling my LONG driveway.  Damn broken snow blower.   Anybody know anybody who repairs them reliably?,0
what is up with viva la vida having almost all its songs in 2 parts? i hate part 1 of "42" but love the 2nd half!,0
Damn  I want to Milton  wish I could be there.  'Look homeward  Angel  now  and melt with ruth ' I guess.,0
yeah  I hate crowds  it's worth getting up at the crack of dawn to have peace while shopping..it was quite pleasant:),0
That sucks... At least you got a little extra sleep  eh? ;),0
damn those pesky pirates,0
GAH. I am twitching to read  the next book but I have to wait until Saturday. I'm going crazy. DAMN YOU STEPHANIE MEYER,0
yeah sure  you hate it. Riiiight. But yeah  I'll take all that stuff and more. Kisses  hugs  head massages  bubble baths..,0
I could kick his ass....,0
Switch Bitch is one of my Faves...  what came first surrealism or drugs?   (Roald Dahl),0
so do our cops! I got to ride one over break! SO bad ass!! :D I want one!,0
whoops .. Too bad I didn't get that tweet cuz I was knocked the fuck out.,0
LMAO! I'm fucking bored. Hurry up and get off so you can talk to me and play YoVille with me.,0
about kickin' some canadian ass?,0
Okami is fucking brilliant (i STILL havent finished it yet  and I'm like  nearly 30 hours in),0
Wow Heather that really sucks  especially someone you have known for so long. Hopefully they will get the help they need.,0
YOU are not a loser  your a good mom and you speak your mind. Sorry your feeling down  feel better.,0
if it's a regular poem  give him one more chance to fuck up. if it's a poem to you  yeah he and his boy have to go,0
fuck that i've given up on him. nas is one album a way from being in the same standing with me,0
and the caps sound like a wild ass demand.,0
you have a female soulmate? i knew you were ghey  but you're gay too?,0
this means young kaia will either grow up to be the greatest female beatmaker ever or a rap legend who severely falls the fuck off,0
nah but i read the spook who sat by the door and im pretty sure someone used clips from that. maybe com on "the bitch in yoo",0
The thing that sucks is that if I had applied myself I could have probably ended up somewhere great. Like a good college.,0
I hate the month of January! Can we bring back November? Better yet  last semester?,0
as soon as I find a new sitter I am gladly going to tell her to fuck herself. No one's going to say things like that about my baby!,0
Fastest growing daily my ass.. It's like me telling my sister she's the prettiest girl in the world. Pretty standard Biz 24/7..,0
fairfax&gt;chesthair alll dayy ( i notice how outnumbered i am on twitter) oh the fuck welll!!,0
FUCK BROWNIES  LONG LIVE COOKIES,0
awww what package? dang that sucks though! i hope its not makeup :(,0
i can never catch you on blogtv at night. damn time difference!,0
last year me and my friends spent alot of money there. one of my friends took 300$ with her and spent it all in 1 day. sucks 4 her,0
what really happened...hate I missed it. Bummer!,0
Aw that sucks. I didn't get incomprehensible profs until 3rd year :P,0
besides Fat Mike i dunno... does Amy Winehouse's refusal to go to rehab count? no no no?,0
kcs got a nice body  but shes insane. taryns got a nice rack  but shes a bitch.,0
Merry Fucking Christmas.,0
what the fuck is going on?,0
That sucks! I only have one test next week and no classes in between that.,0
@tine911 seriously! i decide to sleep in n i get rewarded with 26 new txts where 24 r from twitter. i hate u steve n christine.,0
Eww that sucks and sounds strikingly similar to our problems with Embarq. Their customer service is pretty horrible too.,0
if 19north's band was an emo band  what would its name be?,0
I hate being on the outside of inside jokes. =P,0
I vote for  "Shawshank Redemption". You would hate Twilight b/c it has the worst score *ever*. Srsly.,0
yeah I know it sucks  but out of chaos there might be a little bit of order...,0
Hey CRTs kick ass... I love the Viewsonics and some of the Sonys,0
K so you hate me tell me why and then I'll never twitter you again,0
Hey buddy  you've been kicking ass and taking names.  Keep up the good work.,0
I know.. but it sucks the whole family is down and out and i have to work :(  Plusthe nanny is out of town.,0
Damn I don't think I'm on the list,0
actually i thought 'Damn she's hot!' when it came out! lol,0
im in love wit yo ass ,0
A lot of people find my blog by searching for jonas brothers stuff or something with the word slut in their search.,0
I KNOW I HATE THAT! (re: websites with music and no off switch!),0
NICE! Kicks my 200 Cain Concepts ass! and I thought I was living large. :),0
but for me its not about the calories or the fat  its about the dairy... I'm trying to avoid that. and Gluten.,0
I hate it when that happens!,0
damn i miss that show already...we got like a 6 month wait...,0
i was jus on this bitch like 4 hours ago before i was to go to sleep...fucking body clock!,0
so I hear. That sucks. So everyday fpr 10 hours there is no electricity?,0
Well they say that any attention is better than no attention. Thus the whole love/hate dynamic.,0
I mean  if a relationship ends because you shared your feelings  then maybe it damn well should end.,0
except when there is a cat being held above my mom and the word gay~ is being used. lol.,0
omg ikr? BECKETT~ he'll be like oh god  not them again. fuck and this is a FOB show  weird. lol,0
cause this is week 2 in a row i have no hours. and i need to make money so i can at least make my car payment :/ it sucks.,0
lol. oh i love it just...i've heard it sucks working there. lol. and ty :] i hope i can get more hours at party city though. ugh,0
omg im being creepy and saw the shoeless thing  and omg it made me think of dane cook when he's like fuck shoes  im going out,0
30in is only cool when referencing an Apple cinema display &lt;/nerd&gt;,0
- ergh I hate that! It's happened to me plenty times. D: Wear thick socks?,0
Hey thanks.  Still can't re-watch it.  I hate myself on video!,0
Actually  that's what your here for  to bitch slap the spammers for me :),0
:bashful: NO! I am not the greater nerd! LOL! j/k. I love sci-fi! SG Atlantis is great as well. I have a SGC & SGA patch.,0
I don't even own boots!  Damn the torpedos  open-toed shoes full steam ahead!,0
Do I need to email you some Browning?  Damn the Deutsch!,0
IMA ROUNDHOUSE KICK U IN UR FISCAL POLICY IF U FUCK WITH MY ABILITY TO PRINT TEH MONEEZ  MOFO!,0
"""Weimer inflation""? What the fuck is that? I'm just printing the hell out of the $$ hoping this plan works.",0
I have to edit comments all the time - for some really strange reason I get all this hate mail on my blog WTF LOLZ!!!1!,0
FUCK YEAH - you should start printing the $50 Bil Bernanke Bucks too. I could use some help ruining the economy  it's hard work!,0
I hate to break it to u  homie  but I b the mofo w/ the printing press so uh I think I GET TO BE KING and u morons r mah harem,0
I personally really enjoy watching people look at money. They have NO FUCKING IDEA how worthless it is  it's hilarious!!! LOLZ,0
Everything looks fine from where I'm standing  I've got money coming out of my ass! And the printer. Same shit.,0
fuck @TheWhiteHouse  you need to come sit on Big Daddy Bernanke's lap and tell me how much money to print for you...,0
SURE BORROW ALL YOU WANT  ROCKY! I'm just going to take it out of your fucking ass via inflation later anyway! WOOOO!!,0
LMFAO Thanks for the follow  yo! I FUCKING LOVE YOUR TWITTER NAME  ITS LIKE MAH MANTRA N SHIIIIIT! LOLZ,0
I hate that! We are supposed to get about 8" before the sleet comes. They will get at least one day of fluffy stuff!,0
pants. dammit. i hate pants.,0
i have to do a list  still. BUT I got the damn design done  finally. Merry Exmas!,0
they sure seem to LOVE you -- damn name droppers.,0
I usually just randomly pass out throughout the day. Sucks when you're in line at the deli -_-',0
I like winamp  but video support sucks. I have media player classic installed but don't like it. Gom works great for video.,0
That sucks man. Hopefully my apartment survives the break.,0
I just d/l to see how much I would hate it. I'm quite impressed. However I'm seeing tweets from ppl I'm not followin I think,0
damn those long islands were good :),0
ugh! Im gonna head back to Dick's Sporting Goods to check out stuff and might try Sports Chalet they are running a lot of ads,0
I missed that run  had my kids that wknd. I hate to admit I've been on the treadmill cuz its cold at 5am my schedule sux! Lol,0
This is the worst: http://tinyurl.com/62m3z7 You'll hate it at first  but it sticks like glue to your brain,0
don't hate just because you wish you were a Twitterholic,0
Oh what a spoil sport. Too pussy to go out in the cold to take a video.,0
Let the hate out. Own it  show it  then put it away!!!,0
it's not of anything  you cant copy in art lol  its based on a lot of things  its just my own... And thats why it sucks lol,0
damn. Well its ok. Just go saturday to the echoplex. Ur going to that right?,0
my weak camera I hate it. I want one of the High-Tech cams. Like the one meldcole uses. His pictures always come out on point,0
I hate that about our people!,0
he is a twittering madman  right? damn. he's like 70% of my home page and I am following 300+ people lol,0
nice to meet u and your trilla patent leather 4.5 inch bitch pumps lol,0
that's what I hated most about meridian. long ass walk to campus. best part? blocks from adams morgan!,0
bout to cut this bus driver. smug late ass bastard,0
that is very un-PC you chalky ass nigga lol,0
who'd you piss off? oh...wait...that's a ridiculous question.,0
man  they photoshopped the fuck out of summer glau. her boobs have a life of their own & her face looks like a bad glamour shot.,0
I'm not feeling emo. I'm more in a relentless-bitch kind of a mood tonight.,0
I've tried giving you treats  wet food  milk. You hate everything-except what you vacuum up off the carpet. Stupid cat. *sigh*,0
damn. i tried to talk peeps into venturing elsewhere  but lameness prevailed. eff you for not being online to talk isht with,0
I agree. There are a lot of pregnant women and babies being born these days. I love kids  but I'm damn scared of labor!,0
I hadn't really known a lot about her until I saw this movie http://tinyurl.com/pxw3w . She truly was bad ass.,0
Thanks coke whore!,0
Because you're a coke whore maybe?,0
damn... U should just stay home and call it a nite!,0
oh my god.... XD sucks for you Talei,0
yeah yeah. I've seen your dart board with their pictures pinned to it. You hate them as much as I do.,0
It sucks but at least my car wasn't stolen. right? haha. just trying to be optimistic here.,0
It may even suck ass.,0
just because of a dang song. Over it now but damn. Maybe listening to random music while getting ready isn't good/ :o,0
I dunno  I hate it though.  Someone at work gave me a bottle and I was like =X thanks....,0
I've made myself achingly sore playing mario anything on the wii. lol LOVE that  game. Rainbow Road is a bitch. :D,0
I like shopping  I hate lines. My therapist asked me recently  when you get sad: do you go on travel shopping sex sprees? YES!,0
been there done that  it really sucks. One of them isn't happy. I know I wasn't .,0
Dude  I've given up. After a girl who didn't want kids getting pissed at me when I got pissed at a pregnancy scare. Fuck 'em.,0
he doesnt know i know hes gay or bi or w.e. Hes soooo high,0
its not just that Corinne is a bitch  she's proud of herself being a bitch and happy that people boo her - what a psycho,0
no caffiene would kick my ass too - I'm addicted to my Dew,0
Now I'm hungry.  Damn you people and your midnight snack tweets!,0
i've taken one also. people just piss me off more & more recently,0
That  too! Or even being able to park pulling in forward rather than backwards--I hate when the car behind me pulls up and BLOCKS!,0
 Do you believe that God has a gender?,0
 Favourite movie of all time?,0
  eyes :p,0
  none,0
  probably,0
  FOldeD.,0
  iLyke dat,0
  randomly yes :),0
  yes i have a best friend lol =],0
  a sunrise in hot pink orange yellows and blues with a black tree across the skyline and hints of purple. its pretty sweet but it changes weekly usually :),0
  LOVE ?,0
 If you had one day to live  what would you spend that day doing?,0
  yes :),0
  Nope. I know a little thai and some spanish. haha go figure.Im seriously the whitest korean chick you'd ever meet :],0
  Idk I think it swings both ways pretty strongly. The human race is never satisfied and I believe that both sexes have the tendencey to cheat. At all ages and for all reasons.,0
  Timmy. He held me down and tickled me,0
 im not the one who called you a whore either haha. i play soccer and run track and did dance for eight years and did gymnastics,0
 What would a chair look like if your knees bent the other way?,0
  formspringg haha noo..my boyfriend. Were always out staying busy.,0
 Would you rather be rich or famous?,0
  crude?,0
  Haha youu need a phone !(:,0
 you should ask her if shes still &quot;feelin it&quot; so you know for sure,0
 r Has anybody ever told you that &quot;you could do so much better&quot; about a person?,0
  Love them> i love cheese.,0
  I am Ashlee duh,0
 I don&;t know Tabitha in person): but Idc  I know deep down in my heart I&;ll love her for her <3,0
  haha hey,0
 How often do you think about touching other people&;s private parts?(Be Honest),0
  Spontaneousness. As much as I love to get all dressed up and go out to a big super nice expensive restuarant  I'd much rather just be in comfy clothes  go out to grab some chipotle--eating outside of course :] then maybe to the drive in with a buncha snackies and a jug of tea :] lay together with my lovee under the stars and enjoy each other.,0
  hahahahahahaah thanks spency :DDDDD <3 you,0
  Ehh maybe.,0
  who are u?,0
 Have you ever slept with an object in your hand &amp; woken up &amp; its still there? Happened to me :)),0
 uhh i thought this was for questions sooooo heres a question i guess.haha icecream or brownies for the rest of your life? (only 1),0
 Do you love Twilight as much as this? I bet this will be your new homepage. http://MyTwilightSearch.com,0
  Hmmm idk if i completely understand the question..,0
  For suree boo hit me up tonight ! Sikeee!<3,0
  hmmm probably buy a few things for me and one of my besties :D,0
 Do you like broccoli?,0
 What sitcom character reminds you of you?,0
  I like them. How'd you know?,0
 yup yup. same grade as you too.,0
 who is the love of your life?,0
 B3(kyy,0
  i wouldnt doubt it lol,0
  cuz they can be deep sleepers haha,0
  Food. :) hahaha,0
  dane cook,0
 Are one handed people offended when police tell them to put their hands up?,0
 Do you have any nicknames? If so what are they?,0
 would you rather have a third leg or a third arm?,0
 who d you like,0
 Name one household chore you would never want to do again,0
  because your supposed to look up and be aware something is going to potentially hit you in the head..therefore i do look up just quickly and aware!! you should do the same. think about it! :),0
  everyone would learn true kindness.,0
  a dino,0
 What is the first thing you do when you wake up in the morning?,0
  i dont do chocolate much,0
 What&;s your favorite place to go in the town you live?,0
  hot but sometimes i like cold. depends on the mood i guess,0
 Are you due sometime this year for a doctor&;s visit?,0
  tell them. haha,0
 Yuh d0n+ l!k3 m3?,0
  Nope not yet :),0
 still a student??,0
  yes. i do walks all the time,0
  comedy,0
  Apple store!(; Need a MAC pro!,0
 whats your favourite number?,0
 i love youu chica!<33,0
  mhm ohkay so watz up,0
 Vv ouch </3 to me  hey I&;m going to sleep.  Please ignore my texts. And tonight don&;t call. Talk to you tomorrow...I guess,0
 WHY YEW GOT SUSPENDED,0
 Are you a friendly person?,0
 Do you believe in luck?,0
  Ummm..Im not  a quitter.,0
 do you no about the muffen man??r,0
 What are your symptoms when you have fallen for someone?,0
 besides english what other languages can you speak?,0
 i miss you so much i just hate how i made you not like me but its my own fault im sorry i just had to say that,0
  when did you ever hear that? haha.i dont even talk to matt.,0
  Korean american i guess. But im the whitest asian chick youd ever talk to :) ha,0
 Alexis Sister<3(:,0
 Have you kissed more than ten people this year?,0
  yes.,0
 What do you think about mothers who smoke pot while they are pregnant?,0
  I dont hold them enough i think..,0
  does it matter,0
  nope. i love tomatoes!,0
 How come there&;s a girl that has your pics? And she put up proof long time ago. In myyearbook.com,0
  Hmmm i dont have one right off hand?,0
  Adidas.,0
 what&;s the best thing about your boyfriend?,0
  im his wife :),0
 Do you have a tattoo  where is it located and what does it stand for?,0
  I love you too iSeeYa(3,0
  What kind of experience are you talking about? And pretty with no experience I guess?,0
 5 favorite things to eat,0
  Guess! haha no its the brand name.,0
  why yess i do.,0
  They've been good :),0
  Hahaha of c,0
 what does it take to make you smile ?,0
 New york or paris?,0
  yea lol all the time,0
 How many drugs have you done in the past three days?,0
  Be truly Kind to one another.,0
  :) hahah thanksss,0
 If a cannible was on death row could he ask for the last guy that was electricuted for his last meal?,0
 ooo oooo thozz tha sounds u gunnna be makinn ;]]],0
  ummm. well it'd prolly be for some weird fetish smelling creep so no. just cause. its weird.,0
 what does lol mean?,0
  My heart be broken.,0
 What do you want to see happen before you die?,0
  purple. always,0
  :) Aww!! Yeahh she is my best friend * raphaela * Haha. She is german so i guess thts why! lmao <3,0
  Michael Jackson! haha wait wrong one  Michael Jordon i meant ahah,0
  i didnt know there was an OLD zealand.,0
 yyyessss>:))) way to think outside the cheesecake:D wooo goods cuz icecream is the beseeest!!!!  specially with cohoclate syrup aaaaaanndgummy bears woooo:D,0
 You can choose your method of dying and the place in which you will die. Where would you like to die and how?,0
  lololol,0
 hello:),0
 and then prue &amp; Phoebe from charmed came over but then the robots came back &amp; i had to run but some boy saved me lol #Random,0
  lol iDid,0
 I will be gone for a couple of days.  I&;m moving tomorrow.  The internet is going to be hooked this weekend. So  I shall return in a few days.  If you want to be taken off the list  please send a message in my inbox. Have a good weekend!  =),0
  O H I O :],0
 Do you shower in the morning or at night before bed?,0
  Yes haha im not gayy silly (:,0
  I never wear a watch. i dont like time.,0
 If you could fix one thing about your life what would it be?,0
 Where was the last place you visited for days?,0
  Play boiiiii lol jk I dunno? hah,0
 Do you believe that everything happens for a reason?,0
  hmm..not too long i would think..especially if it was bad.,0
 What do you do all day?,0
 When was the last pity party you held for yourself?,0
 What are your day dreams about?,0
  I'm a blunt and funny dancing alien that doesn't care what anyone thinks and loves to have fun. ;],0
  hmm..popcicles. i dont eat much when its really hot outside.,0
  timmy. wanna. peanut.,0
 do you know how to speak korean?,0
  Maybe...why?,0
 thanks alot hahaha,0
 What&apos;s your favorite flavored Pringles?,0
  Watz ya name lol,0
  ye,0
 have you ever been turnt up?,0
 Can you draw pictures well?,0
  I can be both at times. I usually talk to no end. But theres always a time and a place to be social or to jjust be quite.,0
 What&;s the weirdest thing you&;ve ever eaten?,0
 Do you believe in fate?,0
  mac and cheese,0
  Jet.,0
 what&;s your fave song?,0
  when im telling someone how i feel is so damn tough.,0
 What was the most recent movie that made you cry?,0
  nope,0
 Say your still driving at night and you see a woman on the side of the road screaming for help  do you stop?,0
 Favorite Food,0
 Do you say I Love You to your friends all the time?:,0
 Dude Nishana told me she has a crush on you.,0
 do you ever wish that you could somehow go back in time? and for what reasons  if you dont mind me asking anyway.,0
  Good John John(:,0
  on here? like maybe 15 people or a lil more lol,0
 What&;s the best place near you to get a drink?,0
 Y A Y!!!!!!!!!!!!!!!!!!!! IM SO HAPPY THAT YOU ARE GOING TO NORTH :DDDD YOUR GOING TO LIKE IT WAYYY MORE THAN KING  I PROMISEE!!!!! =]]] I LOVE YOU <3333,0
  depends on the restaurants policies,0
  Miley's a HOOCHIE! BIEBER ALL THEE WAY GHURL!!or boy!<33,0
 Can you do push ups?,0
  Yes. I always cry when I get mad. Its dumb sometimes lol because people think I'm sad and Im sooo not :],0
  Oh thats wht i think too! dnt be sorry hahaha! Silly goose,0
  Ohh I definantly sit down and talk to him. Seems that he'd be a pretty interesting zombie. haha,0
 how often do you download songs you hear in commercials?,0
  i dont want to  sorry dont take it personal.r but i will answer stuff on formspring.,0
 Can you drive a manual shift vehicle?,0
 Are you double jointed?,0
  i dont think so,0
 do you like spongebob,0
  sour krawt. i hate that stuff for some reason.,0
 Cute default.,0
 What bothers you the most about society?,0
  iDnt even kno who da hell they are,0
  None! haha,0
  Not really. Traits of people that I hate? Most definantly.,0
 Where is your biological mother right now?,0
 Do you sing in the car?,0
  umm short stack 16-04-2010 <3,0
  Nope.,0
 Is there one person that can always make you smile?,0
 Perv or Shy?,0
 hottest guy you have ever seen in real life?,0
  Share it :) help my parents out. My dad works like a dog and I feel like he tries hardest and barely gets anywhere..and my sister and brothers.,0
 When you drop your phone  Do you get scared it broke? I do >.<,0
 What do you think is your most attractive feature?,0
 If you had to choose between a millions bucks and being able to fly  which would you choose?,0
  hahahahahhaahha :) love you to.,0
 Do you and Timmy have a KI pass? :D,0
  serious? your so lucky,0
  yea :),0
 Surprise parties u2013 yes  or no? Why or why not?,0
 -Hellz yeahh(: of course i&;m qoinqq i wannah b with you quy&;s  like duhh<3,0
 what was your longest relationship,0
 Who&;s the funniest person you know?,0
 Who do you hate the most?,0
 happy?,0
 Do you put cheese on your spaghetti?,0
  Vans  pants  and a shirt haha,0
  Nope  has anyone?,0
  eminem anything! he's whole entire cd willl  be out on th,0
  Look below. I wrote an entire book about how he's the best :] haha,0
 What kind of phone do you want?,0
 !f ! @cC3pT wut yuH qon3 duuuu f@ mii,0
  every one in da book,0
 you got a myspace,0
 Would you rather lose your memory or your vision?,0
 Why do people say &quot;be yourself&quot; then they dislike people for being themselves?,0
  chest and arms haha,0
 Me and Xentury discussed this. If you just got out of a house with a killer and you turn around to see a kid still stuck in the house  do you go back?,0
  Ive only been flipped off once in my entire life and it was when I first started driving. Some guy cut me off coming onto a highway from a ramp..So i flipped my lights to let him know i was there because I had to slam on my brakes. And he flipped me off. r It hurt my feelings and throw a fit anytime im with someone with road rage that flips someone else off. I make them feel bad about why it was even necessary in the first place....hahaha,0
  how crude people are. all people.,0
 Do you de-label your beer bottles?,0
  I would so travel thee world  Visit my overseas besties then shop everywhere!<3,0
 Ay u single ma?,0
 What will make you nervous faster than anything?,0
 Do you get cold sores often?:,0
 How did your parents ever explain to you how babies were made? Did they give the bees &amp; flowers speech or said the whole truth?,0
 What are 3 things that you consider humanely impossible and NEVER being exploited successfully?  Or is anything possible? Explain.,0
  Nope.,0
  dogs.,0
  yes,0
 If I had my legs amputated  would I have to change my height and weight on my driver&apos;s license?,0
  worse? that there isn't.,0
  Hmm. how to cut people in half. hahahha,0
 Any Living Grandparents ??,0
  have babies :) hahah that is pretty crazy.,0
 What would you do if you lost your bathing suit while you were swimming?,0
 What is your favorite kind of potato chip?,0
  idk but thats a good question. i always wonder the same thing. and why the parents allow them to be in it in the first place?,0
 Name the clothing store you shop at the most?,0
 Are you more of a talker or more of a listener?,0
 Have you ever been bitten by a dog?,0
  :) omg thanks! :D,0
  no i didn't actually,0
  nahhh,0
 Do any of your friends have children?,0
 Do you think famous people have the right to have a private life?,0
  haha okay. i think its funny i dont care.,0
  No other than the most recent question about if I start conversations with ppl I just met. lol weird you ask. whyy?,0
  My best friend is married to a guy that has a little 2 year old girl,0
 When did you last receive a text message?,0
 he&;s like a curse r he&;s like a drug r you&;ll get addicted to his lover you wanna get out but he&;s holdin you down r r sing it babe!!! :),0
 Last event you dressed up for?,0
  Ostratrich,0
  Justin Bieber or Channing Tatum! haha yumm!,0
  nahhh,0
 Do Chinese people get English sayings tattooed on their bodies?,0
 You should ignore all those comments people send to you. Everyone knows you don&;t fake yourself  and they just want to be like you. You&;re very pretty  and I know I&;m jealous of my cousin :],0
 Do you have a garden?,0
 How would you describe your style?,0
 Do you scream on rollercoasters?,0
  dry erase.,0
 Do you likee chicks?,0
 are you a filipina??or a foreigner??,0
 are you able to act like yourself around other people with your girlfriend,0
 timmeh?,0
 do humming birds hum because they dont know the words,0
 YO YO YO whaaa chuuu doooinnn guuurrrrrrlllll?????????,0
  dont have one,0
 hahahah  I love your Bio (; OH OH OH question.. WHY CAN&;T PEOPLE SPELL?! VV (:,0
 Is someone on your mind right now?,0
 Why do they put crutons in an air tight sealed bag? They are just pieces of stale bread to begin with  right?,0
  i loveeeee my chocolate man ;) lmao <3,0
 What would you do if you found the wallet of your next-door neighbor who you hated?,0
 Were you ever physically abused?:,0
  yes.,0
  People keep talking about me on your page :/,0
  Night 4shuree!!,0
  My fav song girly!!! is umm.. Up &amp; Running by @jessicajarrell atm! But i have lots :) hbu!?,0
 Do you have a tan?,0
 Current worry?,0
  ummmm  people tell me i am. but i dont really show alot of people my stuff.,0
  Julia Roberts.,0
  Possibly,0
  okay,0
  help a lot of people in need.,0
 would you ever consider dateing a girl?,0
 Favorite daytime talk show host?,0
  because they dont care,0
  Once.,0
  nahh,0
 Why isnt there a mouse flavoured cat food?,0
  Being able to fly!!!!!!!!!!! :] but it would have to be all the time hahahha,0
  lol wow...it dnt mata wat ya guna do for mi??,0
 iloveeyou(:,0
  panama city  FL.,0
  (: ahaha hii ceara..,0
  he is really cute.,0
  My bestest.,0
  well its real meaning is a female dog. :) ahhahar but I would define it as:r An inconsiderate person that doesn't care what people think nor if or how they hurt another persons feelings. Someone who is usually insecure of themselves and have to put other people down to make themselves feel better about ones self. hahaha,0
 What&;s the longest you&;ve ever gone without a bath or shower?,0
  paris hilton,0
 Could you ever shoot someone if they were trying to kill you?,0
 Nicoooo! :) okay...welllllll bye :),0
  repeat question,0
  hi:) how are u haha.,0
  Hahhahaha,0
  The reject shop....lol joking ummmm supre possibly i dont no. lol,0
  Yes i suppose.,0
 If the professor on Giligan&apos;s Island can make a radio out of coconut  why can&apos;t he fix a hole in a boat?,0
  well i know who this is..,0
  hmmm...my first,0
 i like yur bg,0
  Thats funny. Nothing yet. But im hungry now that you mention it :],0
  dui.,0
  Who is this?,0
 Are you eating anything right now?,0
  YEAH!!! I don't understand why people don't tell others about that kind of stuff??!?!? It drives me crazy. Everyone would want someone to tell them if it were happening to them!!,0
 what&;s something you&;d change about urself?,0
 Snobby small minded people live everywhere ... you can be that way .. i can be that way ... its not just in Texas ... soo yeahhh,0
  tv.....u can watch stuff thats been on tv on the computer :D,0
  ashlee 13 florida 7th,0
  i guesss so. ha,0
  jansport :),0
  :[ computers are dumb sometimes. and yup you too! I had like 110 because of you :] Well and cause I didnt get on all weekend..haha,0
  have too! :) it makes it so much more fun.,0
 YOU NEVER CALLED ME.,0
  yes again. for not coming back to class. haha,0
 do you lie alot?,0
 Where would you bury hidden treasure if you had some?,0
  a tonn :] I don't think my bf can hug me enough sometimes,0
  yes.,0
