Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,latitude,longitude,Pin code,Medium (P1),Medium (P2),Meal(P1),Meal(P2),Perference(P1),Perference(P2),Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Self Cooking,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating,Less Delivery time,High Quality of package,Number of calls,Politeness,Freshness ,Temperature,Good Taste ,Good Quantity,Output,Reviews
24,Female,Married,Student,Below Rs.10000,Ph.D,5,13.0626,77.5284,560015,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Yes,Slightly Important,Moderately Important,Important,Important,Important,Moderately Important,Important,Important,Yes,"LOVE THE PRICE AND OFFER OFFERED BY SWIGGY, USUALLY RATE FOUR PLUS"
24,Male,Single,Student,No Income,Post Graduate,3,13.0626,77.5284,560015,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Maybe,Weekend (Sat & Sun),45 minutes,Disagree,Neutral,Agree,Disagree,Disagree,Yes,Very Important,Important,Moderately Important,Important,Moderately Important,Important,Important,Very Important,Yes,Good price and offers with fast delivery
22,Male,Single,Employee,10001 to 25000,Graduate,1,13.0138,77.5877,560006,Food delivery apps, Direct call,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Disagree,Disagree,Disagree,Disagree,Disagree,No,Slightly Important,Moderately Important,Slightly Important,Unimportant,Unimportant,Unimportant,Slightly Important,Slightly Important,Yes,NIL
28,Male,Single,Employee,25001 to 50000,Post Graduate,2,13.0138,77.5877,560006,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Strongly disagree,Agree,Disagree,Disagree,Disagree,Yes,Important,Moderately Important,Important,Moderately Important,Important,Very Important,Important,Very Important,No,Slow delivery and I avoid ordering from poor rated restaurant
25,Female,Single,Employee,More than 50000,Post Graduate,6,13.014,77.5658,560012,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Disagree,Disagree,Yes,Weekdays (Mon-Fri),15 minutes,Disagree,Disagree,Neutral,Agree,Agree,Yes,Important,Important,Very Important,Very Important,Important,Very Important,Very Important,Very Important,No,I'd rather cook at home during covid-19
22,Male,Single,Student,Below Rs.10000,Post Graduate,3,12.9551,77.6593,560017,Food delivery apps, Direct call,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Neutral,Neutral,Agree,Yes,Important,Very Important,Moderately Important,Very Important,Very Important,Important,Very Important,Moderately Important,Yes,"Many a times payment gateways are an issue, so getting the refund and the surcharges are an inconvenience"
22,Female,Single,Student,No Income,Graduate,6,12.9473,77.5616,560019,Food delivery apps, Walk-in,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Bakery items (snacks),Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Neutral,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Agree,Agree,Neutral,Agree,Yes,Very Important,Important,Moderately Important,Very Important,Very Important,Very Important,Very Important,Important,Yes,nil
22,Male,Single,Student,Below Rs.10000,Post Graduate,4,12.985,77.5533,560010,Walk-in, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Disagree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes,Important,Important,Moderately Important,Important,Important,Important,Very Important,Very Important,Yes,NIL
27,Female,Married,Employee,More than 50000,Post Graduate,2,12.9299,77.6848,560103,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Agree,Neutral,Neutral,Neutral,Yes,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Yes,NIL
22,Male,Single,Student,No Income,Graduate,3,12.977,77.5773,560009,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Neutral,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,No,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Yes,Very Important,Very Important,Unimportant,Important,Very Important,Very Important,Very Important,Very Important,Yes,Nil
24,Female,Single,Student,No Income,Post Graduate,3,12.9828,77.6131,560042,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Agree,Agree,Neutral,Disagree,Maybe,Moderately Important,Important,Moderately Important,Slightly Important,Important,Moderately Important,Very Important,Very Important,Yes,NIL
23,Female,Single,Student,No Income,Post Graduate,2,12.9766,77.5993,560001,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Disagree,Neutral,Agree,Agree,Maybe,Important,Important,Important,Important,Important,Important,Important,Important,Yes,Nil
23,Female,Single,Student,No Income,Post Graduate,4,12.9854,77.7081,560048,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Agree,Agree,Disagree,Disagree,Yes,Moderately Important,Very Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Very Important,Very Important,Yes,Nil
22,Female,Single,Student,No Income,Post Graduate,5,12.985,77.5533,560010,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,Neutral,Agree,Yes,Important,Very Important,Important,Important,Very Important,Very Important,Very Important,Very Important,Yes,Nil
23,Male,Single,Student,Below Rs.10000,Post Graduate,2,12.977,77.5773,560009,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Yes,Important,Very Important,Important,Very Important,Very Important,Important,Very Important,Very Important,Yes,Language barrier is also one major issue. Moslty these delivery boys are only familiar with Kanada which creates a problem while addressing any issue.
32,Male,Married,Employee,More than 50000,Graduate,5,12.9037,77.5376,560061,Web browser, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Neutral,Agree,Neutral,No,Important,Moderately Important,Slightly Important,Slightly Important,Slightly Important,Moderately Important,Moderately Important,Moderately Important,Yes,Smooth delivery service 
25,Female,Married,Student,No Income,Post Graduate,2,12.8834,77.5486,560062,Food delivery apps, Web browser,Snacks, Dinner,Sweets, Ice cream / Cool drinks,Agree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Neutral,Agree,Neutral,Neutral,Yes,Important,Moderately Important,Important,Moderately Important,Slightly Important,Moderately Important,Important,Very Important,Yes,Fast delivery is required. But quality is super good
28,Male,Single,Self Employeed,10001 to 25000,Post Graduate,2,12.9149,77.5635,560070,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Neutral,Neutral,Agree,Neutral,Maybe,Moderately Important,Slightly Important,Slightly Important,Moderately Important,Slightly Important,Important,Very Important,Very Important,Yes,LOVE SWIGGY AND ZOMATO. Literally the best
21,Female,Single,Student,No Income,Post Graduate,3,12.9149,77.5635,560070,Food delivery apps, Walk-in,Breakfast, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Neutral,Neutral,Disagree,Neutral,Maybe,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Yes,The delivery to my locations are done pretty fast
24,Male,Single,Student,No Income,Post Graduate,2,12.9706,77.6529,560075,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Neutral,Disagree,Yes,Important,Slightly Important,Important,Moderately Important,Moderately Important,Important,Important,Very Important,Yes,NIL
26,Female,Married,Self Employeed,10001 to 25000,Graduate,5,12.9706,77.6529,560075,Food delivery apps, Direct call,Dinner, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,Disagree,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Maybe,Anytime (Mon-Sun),45 minutes,Agree,Agree,Neutral,Disagree,Disagree,Maybe,Important,Important,Very Important,Important,Important,Important,Important,Important,No,I require the food to be undamaged. Mostly the food is tampered
32,Male,Married,Employee,25001 to 50000,Graduate,3,12.9706,77.6529,560075,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Agree,Strongly Agree,Yes,Important,Moderately Important,Important,Moderately Important,Important,Important,Important,Important,Yes,Best Best Best Best !!!!
29,Male,Single,Self Employeed,More than 50000,Graduate,6,12.8845,77.6036,560076,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),More than 60 minutes,Agree,Neutral,Agree,Neutral,Agree,No,Moderately Important,Slightly Important,Moderately Important,Slightly Important,Slightly Important,Moderately Important,Moderately Important,Slightly Important,Yes,Love to order online 
21,Male,Single,Student,No Income,Graduate,5,12.9783,77.6408,560038,Food delivery apps, Web browser,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Strongly agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Yes,Important,Important,Very Important,Important,Slightly Important,Moderately Important,Important,Important,Yes,I love ordering for my family from swiggy
24,Female,Single,Self Employeed,25001 to 50000,Post Graduate,3,13.0103,77.5796,560080,Food delivery apps, Direct call,Dinner, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Neutral,Agree,Neutral,Maybe,Important,Important,Important,Moderately Important,Moderately Important,Important,Important,Important,No,I need faster delivery.
26,Male,Prefer not to say,Self Employeed,More than 50000,Post Graduate,2,13.0103,77.5796,560080,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,Agree,Agree,No,Moderately Important,Moderately Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Moderately Important,Moderately Important,Yes,Crazily fast delivery people besides having high traffic
21,Male,Married,Employee,More than 50000,Ph.D,3,12.9306,77.5434,560085,Food delivery apps, Web browser,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,No,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Neutral,Disagree,Yes,Important,Important,Very Important,Important,Moderately Important,Important,Important,Moderately Important,Yes,BEST BEST BEST !! WONDERFUL WONDERFUL !! FAST FAST FAST !!
29,Male,Single,Employee,25001 to 50000,Graduate,3,13.0641,77.5931,560092,Food delivery apps, Web browser,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Agree,Agree,Agree,Strongly Agree,Yes,Important,Very Important,Important,Very Important,Moderately Important,Important,Important,Very Important,No,Need quality food delivery. had worst experience of spilled food
22,Male,Single,Student,No Income,Graduate,3,13.0158,77.539,560096,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Neutral,Neutral,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,Important,Very Important,Important,Very Important,Important,Very Important,Very Important,Important,Yes,NIL
24,Male,Single,Student,No Income,Graduate,2,12.9561,77.5921,560027,Direct call, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Neutral,Neutral,Yes,Important,Important,Moderately Important,Important,Very Important,Very Important,Very Important,Very Important,Yes,NIL
27,Male,Married,Employee,25001 to 50000,Graduate,2,12.8845,77.6036,560076,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Agree,Neutral,Strongly agree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Strongly agree,Agree,Neutral,No,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Moderately Important,Important,Moderately Important,Moderately Important,Important,Moderately Important,Moderately Important,Yes,I would avoid restaurants which has less rating 
23,Female,Single,Student,No Income,Post Graduate,3,12.9369,77.6407,560095,Food delivery apps, Web browser,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Strongly disagree,Agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Maybe,Important,Important,Very Important,Important,Moderately Important,Moderately Important,Important,Important,No,Faster delivery is needed !!
32,Male,Married,Employee,More than 50000,Post Graduate,6,12.9369,77.6407,560095,Food delivery apps, Walk-in,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Yes,My entire family loves swiggy
22,Female,Single,Student,No Income,Graduate,2,12.9369,77.6407,560095,Food delivery apps, Direct call,Breakfast, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Anytime (Mon-Sun),More than 60 minutes,Agree,Agree,Strongly Agree,Agree,Disagree,Maybe,Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Yes,Delivery people are working hard. Can't complain
22,Female,Single,Employee,25001 to 50000,Graduate,4,12.8845,77.6036,560076,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Important,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Important,Yes,NIL
26,Male,Married,Employee,More than 50000,Graduate,4,12.9048,77.6821,560036,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,No,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Important,Important,Important,Slightly Important,Moderately Important,Important,Important,Yes,"My home is near Phoenix marketcity, so time taken for delivery is less"
25,Female,Single,Student,No Income,Ph.D,3,12.9048,77.6821,560036,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,No,Slightly Important,Moderately Important,Slightly Important,Slightly Important,Important,Important,Important,Important,Yes,I'm quite satisfied with the service
20,Male,Single,Student,No Income,Graduate,2,12.9261,77.6221,560034,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Disagree,Yes,Important,Moderately Important,Moderately Important,Important,Important,Very Important,Very Important,Important,Yes,I had no issues as per my experience. But heard delivery people are sometimes rude
29,Male,Married,Employee,25001 to 50000,Graduate,4,12.9261,77.6221,560034,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Neutral,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Maybe,Important,Moderately Important,Important,Important,Very Important,Very Important,Very Important,Very Important,No,I had few health issues after consuming delivered food. Restaurants need to improve their quality and delivery people should delivery it without tampering which might lead to contamination of food
23,Female,Single,Student,No Income,Graduate,1,12.977,77.5773,560009,Food delivery apps, Direct call,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),15 minutes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,No,Slightly Important,Unimportant,Unimportant,Unimportant,Unimportant,Slightly Important,Unimportant,Unimportant,Yes,NIL
25,Male,Single,Self Employeed,More than 50000,Graduate,2,12.9783,77.6408,560038,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Neutral,Agree,Disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Yes,Important,Important,Important,Very Important,Slightly Important,Moderately Important,Important,Very Important,Yes,I order most of my meals on swiggy or zomato depending upon the offers
29,Female,Married,Employee,25001 to 50000,Graduate,4,12.9783,77.6408,560038,Food delivery apps, Walk-in,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,Disagree,Neutral,Disagree,Neutral,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Neutral,Agree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Disagree,Agree,Neutral,Yes,Slightly Important,Moderately Important,Moderately Important,Very Important,Slightly Important,Moderately Important,Important,Important,No,I need the order to be delivered soon. It takes a lot of time 
27,Male,Married,Self Employeed,25001 to 50000,Graduate,6,12.9217,77.5936,560041,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Agree,Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Very Important,Moderately Important,Important,Important,Important,No,Food needs to have good quality. It leads me to give higher rating
