,Text,Label,num_chr,num_words,num_sent,Transformer_text
4958,I'm vivek:)i got call from your number.,0,39,12,1,vivek got call number
4959,Why didn't u call on your lunch?,0,32,9,1,u call lunch
4960,"What i mean was i left too early to check, cos i'm working a 9-6.",0,65,18,1,mean left early check co working
4961,I want  &lt;#&gt;  rs da:)do you have it?,0,41,18,1,want lt gt r da
4964,I want to see your pretty pussy...,0,34,8,1,want see pretty pussy
4965,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,1,153,27,2,dear voucher holder next meal u use following link pc 2 enjoy 2 4 1 dining experiencehttp
4966,"A few people are at the game, I'm at the mall with iouri and kaila",0,66,17,1,people game mall iouri kaila
4967,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,1,160,32,5,urgent trying contact today draw show prize guaranteed call 09058094507 land line claim valid 12hrs
4968,You can donate Â£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. Â£2.50 will be added to your next bill,1,137,26,2,donate unicef asian tsunami disaster support fund texting donate added next bill
4969,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,0,133,31,3,future planned tomorrow result today best present enjoy future
4970,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,0,125,33,4,cme want go ho 2morow wil cme got dear didnt say time
4971,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,0,132,28,4,supposed meet discus abt trip thought xuhui told afternoon thought go lesson
4972,Hey come online! Use msn... We are all there,0,44,11,2,hey come online use msn
4973,I'm fine. Hope you are good. Do take care.,0,42,13,3,fine hope good take care
4974,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,0,142,31,4,oops shower u called hey parking garage collapsed university hospital see crazy stuff like happen
4975,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,0,62,17,2,aiyo u poor thing u dun wan 2 eat u bathe already
4976,Yar... I tot u knew dis would happen long ago already.,0,54,13,2,yar tot u knew dis would happen long ago already
4977,You are gorgeous! keep those pix cumming :) thank you!,0,54,13,2,gorgeous keep pix cumming thank
4979,JADE ITS PAUL. Y DIDNÂT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,0,90,26,5,jade paul u txt u remember barmed want 2 talk 2 u txt
4980,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),0,111,26,4,spending new year brother family let plan meet next week ready spoiled
4981,So what u doing today?,0,22,6,1,u today
4982,I said its okay. Sorry,0,22,6,2,said okay sorry
4983,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,0,57,18,2,slept thinkthis time lt gt pm dangerous
4984,Networking job is there.,0,24,5,1,networking job
4985,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,1,138,27,3,goldviking inviting friend reply see stop send stop frnd 62468
4986,Dont let studying stress you out. L8r.,0,38,9,2,dont let studying stress l8r
4987,That's y u haf 2 keep me busy...,0,32,10,1,u haf 2 keep busy
4988,No rushing. I'm not working. I'm in school so if we rush we go hungry.,0,70,20,3,rushing working school rush go hungry
4989,Which channel:-):-):):-).,0,25,14,1,channel
4990,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,0,96,23,3,telling coulda real valentine u never pick nothing
4991,Phony Â£350 award - Todays Voda numbers ending XXXX are selected to receive a Â£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,1,177,32,2,phony award today voda number ending xxxx selected receive award match please call 08712300220 quoting claim code 3100 standard rate app
4992,"We made it! Eta at taunton is 12:30 as planned, hope thatâs still okday?! Good to see you! :-xx",0,97,25,4,made eta taunton planned hope still okday good see
4993,I'm hungry buy smth home...,0,27,7,1,hungry buy smth home
4994,"""HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.""",0,152,38,4,hey kate hope ur ok give u buz wedlunch go outsomewhere 4 adrink town cud go 2watershd 4 bit ppl fromwrk bthere love petexxx
4995,My drive can only be read. I need to write,0,42,11,2,drive read need write
4996,"Just looked it up and addie goes back Monday, sucks to be her",0,61,14,1,looked addie go back monday suck
4997,Happy new year. Hope you are having a good semester,0,51,11,2,happy new year hope good semester
4998,Esplanade lor. Where else...,0,28,6,2,esplanade lor else
4999,Can you talk with me..,0,22,6,1,talk
5000,"Hmph. Go head, big baller.",0,26,8,2,hmph go head big baller
5001,Well its not like you actually called someone a punto. That woulda been worse.,0,78,16,2,well like actually called someone punto woulda worse
5002,"Nope. Since ayo travelled, he has forgotten his guy",0,51,11,2,nope since ayo travelled forgotten guy
5003,You still around? Looking to pick up later,0,42,9,2,still around looking pick later
5004,CDs 4u: Congratulations ur awarded Â£500 of CD gift vouchers or Â£125 gift guaranteed & Freeentry 2 Â£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,1,169,27,1,cd 4u congratulation ur awarded cd gift voucher gift guaranteed freeentry 2 wkly draw xt music 87066 tncs
5005,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,0,247,65,4,someone year lt gt toyota camry like mr olayiwola mileage lt gt clean need know much sell raise dough soon landing sell holla back
5006,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,0,81,20,2,guess pub im im happy pig clover whatever saying
5007,ILL B DOWN SOON,0,15,4,1,ill b soon
5008,Oh k. . I will come tomorrow,0,28,7,2,oh come tomorrow
5009,Go fool dont cheat others ok,0,28,6,1,go fool dont cheat others ok
5010,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",0,78,12,1,mobile sm ur mail regard achan
5011,"By the way, 'rencontre' is to meet again. Mountains dont....",0,60,14,2,way meet mountain dont
5012,You have WON a guaranteed Â£1000 cash or a Â£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,1,156,27,2,guaranteed cash prize claim yr prize call customer service representative 08714712412 cost 10p
5013,U attend ur driving lesson how many times a wk n which day?,0,59,14,1,u attend ur driving lesson many time wk n day
5014,"Uncle G, just checking up on you. Do have a rewarding month",0,59,14,2,uncle g checking rewarding month
5015,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,0,146,36,4,hello boytoy geeee missing today like send tm remind thinking loved loving kiss
5016,I think the other two still need to get cash but we can def be ready by 9,0,73,18,1,think two still need get cash def ready 9
5017,Hey gals...U all wanna meet 4 dinner at nÃ¬te? ,0,47,13,1,hey gal u wan na meet 4 dinner
5018,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,1,154,25,3,dear 0776xxxxxxx u invited xchat final attempt contact u txt chat 86688 ldn 18yrs
5019,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,0,152,40,8,babe talking think good boy missing love
5020,Great! How is the office today?,0,31,8,2,great office today
5021,"It's cool, we can last a little while. Getting more any time soon?",0,66,17,2,cool last little getting time soon
5022,:-( sad puppy noise,0,19,6,1,sad puppy noise
5023,Yes its possible but dint try. Pls dont tell to any one k,0,57,14,2,yes possible dint try pls dont tell one k
5024,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,0,100,20,1,anyway holla whenever around need excuse go creep people sarasota
5025,Where you. What happen,0,22,5,2,happen
5026,I was gonna ask you lol but i think its at 7,0,44,13,1,gon na ask lol think 7
5027,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,1,146,24,2,ur currently 500 pound maximize ur send go 86688 cc 08718720201
5028,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,1,133,20,4,private 2003 account statement show 800 point call 08715203685 identifier expires
5029,Go chase after her and run her over while she's crossing the street,0,67,14,1,go chase run crossing street
5030,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),1,126,26,3,like tell deepest darkest fantasy call 09094646631 stop text call 08712460324 nat rate
5032,Hey... Very inconvenient for your sis a not huh?,0,48,11,2,hey inconvenient si huh
5033,Ok i vl..do u know i got adsense approved..,0,43,12,1,ok vl u know got adsense approved
5034,"* Was really good to see you the other day dudette, been missing you!",0,69,16,1,really good see day dudette missing
5035,I want to go to perumbavoor,0,27,6,1,want go perumbavoor
5036,How many times i told in the stage all use to laugh. You not listen aha.,0,72,18,2,many time told stage use laugh listen aha
5038,(You didn't hear it from me),0,28,9,1,hear
5039,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,0,133,31,3,thanks talk saturday dear cherish brother role model
5040,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,0,98,22,1,pls clarify back open return ticket preponed go back kerala
5041,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,1,135,27,3,natalie inviting friend reply see stop send stop frnd 62468
5042,She ran off with a younger man. we will make pretty babies together :),0,70,16,2,ran younger man make pretty baby together
5043,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,1,109,27,6,jamster get free wallpaper text heart 88888 c apply 16 need help call 08701213186
5044,O ic lol. Should play 9 doors sometime yo,0,41,10,2,ic lol play 9 door sometime yo
5045,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",0,111,31,3,dunno dad said coming home 2 bring u 4 lunch yup go w u lor call u reach school lor
5047,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,0,89,22,4,u going doctor 4 liver get bit stylish get ur hair managed thats
5048,Hmmm.still we dont have opener?,0,31,6,1,dont opener
5049,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,0,89,21,1,yeah basically time next week get away mom amp get 3
5051,I will vote for wherever my heart guides me,0,43,9,1,vote wherever heart guide
5052,With my sis lor... We juz watched italian job.,0,46,11,1,si lor juz watched italian job
5053,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",0,111,29,3,tick tick tick could die loneliness know pout stomp foot need
5054,Lmao you know me so well...,0,27,7,1,lmao know well
5056,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,0,175,40,4,train back northampton afraid staying skyving today ho ho around wednesday though fancy comedy club week way
5057,Goodnight da thangam I really miss u dear.,0,42,9,1,goodnight da thangam really miss u dear
5058,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,0,138,32,1,hey next sun 1030 basic yoga course bugis go pilate intro next sat tell time r free
5059,"Geeeee ... Your internet is really bad today, eh ?",0,50,11,2,geeeee internet really bad today eh
5060,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,1,145,25,2,free video camera phone half price line rental 12 mths 500 cross ntwk min 100 txts call mobileupd8 08001950382
5061,I think i am disturbing her da,0,30,7,1,think disturbing da
5062,"Sorry, I'll call you  later. I am in meeting sir.",0,49,14,2,sorry call later meeting sir
5063,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,0,91,24,4,havent stuck orchard dad car going 4 dinner u leh r free tonight
5064,Ok i also wan 2 watch e 9 pm show...,0,36,11,1,ok also wan 2 watch e 9 pm show
5065,I dunno lei... Like dun haf...,0,30,8,1,dunno lei like dun haf
5066,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,0,63,23,2,brother transfered lt gt lt gt pa
5067,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,0,119,26,3,call later afternoon onwords mtnl service get problem south mumbai hear listen
5068,83039 62735=Â£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,1,132,20,2,83039 uk break accommodationvouchers term condition apply 2 claim mustprovide claim number 15541
5069,Talk to g and x about that,0,26,7,1,talk g x
5070,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),0,82,22,2,hai dear friend new amp present number rajitha raj ranju
5071,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,1,160,36,3,5p 4 alfie moon child need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed 08701417012 profit 2 charity
5072,As in different styles?,0,23,5,1,different style
5073,WIN a Â£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 Â£1.50perweeksub.,1,137,25,5,win shopping spree every week starting 2 play text store skilgme tscs08714740323 1winawk age16
5074,Gud ni8 dear..slp well..take care..swt dreams..Muah..,0,53,15,1,gud ni8 dear slp well take care swt dream muah
5076,"This is the 2nd attempt to contract U, you have won this weeks top prize of either Â£1000 cash or Â£200 prize. Just call 09066361921",1,132,27,2,2nd attempt contract u week top prize either cash prize call 09066361921
5077,"Well, i'm glad you didn't find it totally disagreeable ... Lol",0,62,14,1,well glad find totally disagreeable lol
5078,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",0,74,23,4,guy flash go call call madam take care oh
5079,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,1,158,30,2,want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile 100 free text free camcorder reply call 08000930705
5080,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,0,93,23,3,mark work tomorrow get work house meet u afterwards
5081,"""Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..",0,149,40,3,keep ur problem ur heart nobody fight u amp u fight ur self amp win battle g 9t sd
5082,"Yeah, give me a call if you've got a minute",0,43,12,1,yeah give call got minute
5083,"""HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS Â FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IÂL CALL U""",0,152,25,1,hi babe uawake feellikw via aletter thatmum gotmarried ourbacks fuckinnice selfish call u
5084,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),0,256,49,4,amazing rearrange letter give meaning dormitory dirty room astronomer moon starer eye see election result lie let recount woman hitler eleven plus two plus one amazing
5085,Aiya we discuss later lar... Pick Ã¼ up at 4 is it?,0,51,14,2,aiya discus later lar pick ã¼ 4
5086,Hey happy birthday...,0,21,4,1,hey happy birthday
5087,Sorry i missed your call. Can you please call back.,0,51,12,2,sorry missed call please call back
5088,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,0,85,22,2,omg one thing another cat worm bad day end
5089,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",0,94,20,1,good morning im suffering fever dysentry able come office today
5090,I wont do anything de.,0,22,6,1,wont anything de
5091,What type of stuff do you sing?,0,31,8,1,type stuff sing
5092,"St andre, virgil's cream",0,24,6,1,st andre virgil cream
5094,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",0,65,17,1,fri ah okie lor goin 4 drivin den go shoppin tt
5095,Gokila is talking with you aha:),0,32,8,1,gokila talking aha
5096,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",0,120,22,2,hi shanil rakhesh exchanged uncut diamond back excellent service dino prem
5097,K.k.this month kotees birthday know?,0,36,6,1,month kotees birthday know
5098,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,0,71,21,2,really really broke oh amount small even lt gt
5099,Sorry about that this is my mates phone and i didnt write it love Kate,0,70,15,1,sorry mate phone didnt write love kate
5100,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",1,149,33,2,themob hit link get premium pink panther game new 1 sugababes crazy zebra animation badass hoody 4 free
5101,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",0,166,38,3,ah well confuses thing doesnt thought friend maybe wrong thing already sort invited may come co money
5102,"Aight, call me once you're close",0,32,8,1,aight call close
5103,Nope thats fine. I might have a nap tho! ,0,41,11,2,nope thats fine might nap tho
5104,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,1,153,25,1,msg mobile content order resent previous attempt failed due network error query customersqueries
5105,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,0,98,19,2,news hassling get weed week andres money haughaighgtujhyguj
5108,Ding me on ya break fassyole! Blacko from londn,0,47,10,2,ding ya break fassyole blacko londn
5109,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,0,57,15,1,really need 2 kiss u miss u baby ur baby 4eva
5111,Oh you got many responsibilities.,0,33,6,1,oh got many responsibility
5112,You have 1 new message. Please call 08715205273,1,47,9,2,1 new message please call 08715205273
5113,I've reached sch already...,0,27,6,1,reached sch already
5114,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,1,159,30,4,december mobile entitled update latest colour camera mobile free call mobile update vco free 08002986906
5115,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,0,91,20,2,u definitely need module e humanity dis sem izzit u wan 2 take module 1st
5116,Argh why the fuck is nobody in town ;_;,0,39,11,1,argh fuck nobody town
5117,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",1,156,33,3,get 3 lion england tone reply lionm 4 mono lionp 4 poly 4 go 2 original n best tone 3gbp network operator rate apply
5118,Thanks. Fills me with complete calm and reassurance! ,0,53,10,2,thanks fill complete calm reassurance
5119,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,0,88,15,1,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz meaning
5120,Are you driving or training?,0,28,6,1,driving training
5121,Lol for real. She told my dad I have cancer,0,43,11,2,lol real told dad cancer
5122,PRIVATE! Your 2003 Account Statement for 078,1,44,8,2,private 2003 account statement 078
5123,"Oops I did have it,  &lt;#&gt; ?",0,32,14,1,oops lt gt
5124,"""NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?""",0,71,16,1,enufcredeit ileave uni 6 bus yor house
5125,"Hi Chikku, send some nice msgs",0,30,7,1,hi chikku send nice msg
5126,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",0,154,33,2,impossible argue always treat like sub like never released remind necessary
5127,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",0,107,27,1,work ah den 6 plus lor u workin oso rite den go orchard lor place go liao
5128,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",0,101,22,3,wonderful okors great month cherish guy wish well day mojibiola
5129,Cuz ibored. And don wanna study,0,31,8,2,cuz ibored wan na study
5130,Wot about on wed nite I am 3 then but only til 9!,0,49,14,1,wot wed nite 3 til 9
5132,Any way where are you and what doing.,0,37,9,1,way
5133,That sucks. I'll go over so u can do my hair. You'll do it free right?,0,70,21,3,suck go u hair free right
5134,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,0,114,30,4,still working time also tried adding zero saving checking lt gt
5135,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",0,116,29,2,hmm dunno leh mayb bag 4 goigng dat small jus anything except perfume smth dat keep
5136,Sday only joined.so training we started today:),0,47,9,1,sday training started today
5137,Sorry * was at the grocers.,0,27,7,1,sorry grocer
5138,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,0,87,18,1,nice pub near frankie n benny near warner cinema
5139,"YOU VE WON! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins",1,164,35,4,4 costa del sol holiday await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh max10mins
5140,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,0,88,22,3,yup havent want go yoga call book
5141,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,0,228,55,5,oh shut omg yesterday dream 2 kid boy pissed kid boy even told mark dream changing diaper cause getting owed face
5142,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,0,102,20,2,yeah imagine would really gentle unlike doc treat patient like turkey
5144,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,0,133,29,2,started dont stop pray good idea anything see help guy forward link
5145,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,0,88,21,1,hi darlin im helen fone im gon na b prince 2 nite please come tb love kate
5146,I'm in office now da:)where are you?,0,36,12,1,office da
5147,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,0,77,22,3,aiyar u poor thing give u support k jia think u
5148,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,0,104,20,4,oh unintentionally bad timing great finger train play along give fifteen min warning
5149,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth Â£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,1,156,28,2,get garden ready summer free selection summer bulb seed worth scotsman saturday stop go2
5150,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),0,87,23,1,k come wenever u lik come also tel vikky come getting free time
5151,Pls call me da. What happen.,0,28,8,2,pls call da happen
5152,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",0,130,28,1,happy new year u ur family may new year bring happiness stability tranquility ur vibrant colourful life
5153,No problem with the renewal. I.ll do it right away but i dont know his details.,0,79,18,2,problem renewal right away dont know detail
5154,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,0,184,43,3,idk sitting stop shop parking lot right bawling eye feel like failure everything nobody want feel like failing
5155,Haven't left yet so probably gonna be here til dinner,0,53,12,1,left yet probably gon na til dinner
5156,"Like  &lt;#&gt; , same question",0,31,11,1,like lt gt question
5157,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,0,85,22,3,new year eve went party boyfriend si hey
5158,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",0,77,16,1,sir need velusamy sir date birth company bank facility detail
5159,K k:) sms chat with me.,0,23,9,1,k k sm chat
5160,I will come with karnan car. Please wait till 6pm will directly goto doctor.,0,76,16,2,come karnan car please wait till 6pm directly goto doctor
5161,No but the bluray player can,0,28,6,1,bluray player
5162,Ok... Then r we meeting later?,0,30,8,1,ok r meeting later
5163,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,0,75,20,3,lol need cash nitros hurry come crash
5164,Just send a text. We'll skype later.,0,36,10,2,send text skype later
5165,Ok leave no need to ask,0,23,6,1,ok leave need ask
5167,Ã still got lessons?  Ã in sch?,0,33,9,2,still got lesson sch
5168,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,0,99,27,3,dun believe leh tot told true already thk muz c u tog believe
5169,Oh did you charge camera,0,24,5,1,oh charge camera
5170,"Iâve got some salt, you can rub it in my open wounds if you like!",0,67,17,1,got salt rub open wound like
5171,Now i'm going for lunch.,0,24,7,1,going lunch
5172,I'm in school now n i'll be in da lab doing some stuff give me a call when Ã¼ r done.,0,85,24,1,school n da lab stuff give call ã¼ r done
5174,"Aight, text me tonight and we'll see what's up",0,46,12,1,aight text tonight see
5175,U 2.,0,4,3,1,u 2
5176,Water logging in desert. Geoenvironmental implications.,0,55,8,2,water logging desert geoenvironmental implication
5179,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",0,86,21,3,strange watching 2nd one bed sweet dream miss u
5180,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,1,119,29,3,sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021
5181,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",0,101,27,1,hi hope u r ok said would text u seen let gently please
5182,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",0,157,45,9,babe fucking love know fuck good hear voice need crave ca get enough adore ahmad kiss
5183,K sure am in my relatives home. Sms me de. Pls:-),0,49,16,3,k sure relative home sm de pls
5185,"Fuuuuck I need to stop sleepin, sup",0,35,8,1,fuuuuck need stop sleepin sup
5186,I'm in town now so i'll jus take mrt down later.,0,48,14,1,town jus take mrt later
5187,I just cooked a rather nice salmon a la you,0,43,10,1,cooked rather nice salmon la
5188,I uploaded mine to Facebook,0,27,5,1,uploaded mine facebook
5189,WHAT TIME U WRKIN?,0,18,5,1,time u wrkin
5191,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1,142,36,2,ree entry 2 weekly comp chance win ipod txt pod 80182 get entry std txt rate c apply 08452810073 detail
5192,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,1,156,32,3,record indicate u maybe entitled 5000 pound compensation accident claim 4 free reply claim msg 2 stop txt stop
5194,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,0,69,17,1,oh oh den muz change plan liao go back yan jiu
5195,"It's wylie, you in tampa or sarasota?",0,37,10,1,wylie tampa sarasota
5196,Ok... Take ur time n enjoy ur dinner...,0,39,10,1,ok take ur time n enjoy ur dinner
5197,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,0,134,33,3,darren saying dat u meeting da ge den dun meet 4 dinner co later u leave xy feel awkward den u meet 4 lunch lor
5198,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",1,150,29,1,spook mob halloween collection logo pic message plus free eerie tone txt card spook 8007 zed 08701417012150p per
5199,I like cheap! But iâm happy to splash out on the wine if it makes you feel better..,0,85,20,2,like cheap happy splash wine make feel better
5200,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,0,116,25,4,fine difficulty phone work mine pls send another friend request
