Quotes,Writter name
Till this moment I never knew myself,Jane Austen
And people will say Lets hear about Frodo and the Ring And theyll say Yes thats one of my favorite stories Frodo was very brave wasnt he dad Yes my boy the famousest of the hobbits and thats saying a lot,J.R.R. Tolkien
I am not crying now I am not anything,William Faulkner
You have never heard me talk much But an intelligent man is sometimes forced to be drunk to spend his time with fools,Ernest Hemingway
A loving heart is the truest wisdom,Charles Dickens
Today is only one day in all the days that will ever be,Ernest Hemingway
Never close your lips to those whom you have already opened your heart,Charles Dickens
 All things are ready if our mind be so,William Shakespeare
He did not care for the lying at first He hated it Then later he had come to like it It was part of being an insider but it was a very corrupting business,Ernest Hemingway
I if on this voyage then I venture fear it will in folly end,Dante Alighieri
For what are we born if not to aid one another,Ernest Hemingway
Alls well that ends better,J.R.R. Tolkien
The noble lord confined to his armchair would have given his whole fortune to be able to travel around the world in ten years even and he bet four thousand pounds on Phileas Fogg,Jules Verne
Power is not a means it is an end One does not establish a dictatorship in order to safeguard a revolution one makes the revolution in order to establish the dictatorship The object of persecution is persecution The object of torture is torture The object of power is power,George Orwell
It is not everyone said Elinor who has your passion for dead leaves,Jane Austen
Heavens justice goads them on that fear Is turnd into desire,Dante Alighieri
I must learn to brook being happier than I deserve,Jane Austen
Tonight Im gonna lay right here and look up I like it,John Steinbeck
They fell into a silence They looked at one another amazed This thing they had never really believed in was coming true,John Steinbeck
One must strain off what was personal and accidental in all these impressions and so reach the pure fluid the essential oil of truth,Virginia Woolf
And thou Melkor shalt see that no theme may be played that hath not its uttermost source in me nor can any alter the music in my despite For he that attempteth this shall prove but mine instrument in the devising of things more wonderful which he himself hath not imagined,J.R.R. Tolkien
 I bear a charmed life,William Shakespeare
"And youll always love me wont you

Yes

And the rain wont make any difference

No",Ernest Hemingway
But no living man am I You look upon a woman owyn I am omunds daughter You stand between me and my lord and kin Begone if you be not deathless For living or dark undead I will smite you if you touch him,J.R.R. Tolkien
Scrooge was better than his word He did it all and infinitely more and to Tiny Tim who did not die he was a second father He became as good a friend as good a master and as good a man as the good old city knew or any other good old city town or borough in the good old world,Charles Dickens
You must be the best judge of your own happiness,Jane Austen
A Merry Christmas to us all my dears God bless us,Charles Dickens
A poor excuse for picking a mans pocket every twentyfifth of December said Scrooge buttoning his greatcoat to the chin But I suppose you must have the whole day Be here all the earlier next morning,Charles Dickens
Where the heart is really attached I know very well how little one can be pleased with the attention of any body else,Jane Austen
She seemed to know to accept to welcome her position the citadel of the family the strong place that could not be taken,John Steinbeck
How could any Lord have made this world she asked With her mind she had always seized the fact that there is no reason order justice but suffering death the poor There was no treachery too base for the world to commit she knew that No happiness lasted she knew that,Virginia Woolf
From that time on her front door remained closed save for a period of six or seven years when she was about forty during which she gave lessons in chinapainting,William Faulkner
Four legs good two legs bad,George Orwell
Death and the strong force of fate are waiting There will come a dawn or sunset or high noon when a man will take my life in battle too  flinging a spear perhaps or whipping a deadly arrow off his bow,Homer
It is good that we do not have to try to kill the sun or the moon or the stars It is enough to live on the sea and kill our true brothers,Ernest Hemingway
It takes great courage to back truth unacceptable to our times,John Steinbeck
They had come to a time when no one dared speak his mind when fierce growling dogs roamed everywhere and when you had to watch your comrades torn to pieces after confessing to shocking crimes,George Orwell
Ive always loved you and when you love someone you love the whole person just as he or she is and not as you would like them to be,Leo Tolstoy
He asked you quite openly to flatter him to admire him his little dodges deceived nobody What she disliked was his narrowness his blindness she said looking after him,Virginia Woolf
He had a word too Love he called it But I had been used to words for a long time I knew that that word was like the others just a shape to fill a lack,William Faulkner
Man cannot possess anything as long as he fears death But to him who does not fear it everything belongs If there was no suffering man would not know his limits would not know himself,Leo Tolstoy
Any man of reasonable intelligence can make money if thats what he wants Mostly its women or clothes or admiration he really wants and they deflect him,John Steinbeck
"Uykusuzluum beni nereye gtrd ok iyi anlatlamayan hibir eye Eminim
    
  ","Franz Kafka,"
 Did my heart love till now Forswear it sight For I neer saw true beauty till this night,William Shakespeare
How aimless it was how chaotic how unreal it was she thought looking at her empty coffee cup Mrs Ramsay dead Andrew killed Prue dead toorepeat it as she might it roused no feeling in her,Virginia Woolf
"Im alone inside the world of the story my favorite feeling in the world
    
  ","Haruki Murakami,"
 Kindness in women not their beauteous looks shall win my love,William Shakespeare
"The books we need are of the kind that act upon us like a misfortune that makes us suffer like the death of someone we love more than ourselves that make us feel as though we were on the verge of suicide lost in a forest remote from all human habitation
    
  ","Franz Kafka,"
To live to err to fall to triumph to recreate life out of life A wild angel had appeared to him the angel of mortal youth and beauty an envoy from the fair courts of life to throw open before him in an instant of ecstasy the gates of all the ways of error and glory On and on and on and on,James Joyce
"Ma Kafka parla della tua vita  disse Avery  Senza nulla togliere alla tua ammirazione per Rilke devo dirti che Kafka centra con la tua vita molto pi di Rilke Kafka era come noi Tutti questi scrittori erano esseri umani che cercavano di trovare un senso alla propria vita E Kafka pi di tutti Kafka aveva paura della morte aveva problemi con il sesso aveva problemi con le donne aveva problemi con il lavoro aveva problemi con i genitori E scriveva narrativa per cercare di capirci qualcosa
    
  ",Jonathan Franzen
I am very strong Nothing ever fatigues me but doing what I do not like,Jane Austen
Every moment had its pleasure and its hope,Jane Austen
"Yunan tiyatrosu masklar gibi yznde iki ayr ifade yan yana duruyordu sanki Ik ve glge mit ve mitsizlik Nee ve hzn Gven ve yalnzlk
    
  ",Haruki Marakami
Perhaps somewhere some day at a less miserable time we may see each other again,Vladimir Nabokov
Perhaps it takes courage to raise children,John Steinbeck
Weak or strong clever or simple we are all brothers,George Orwell
There came a time near dawn on the eve of spring and Luthien danced upon a green hill and suddenly she began to sing Keen heartpiercing was her song as the song of the lark that rises from the gates of night and pours its voice among the dying stars seeing the sun behind the walls of the world,J.R.R. Tolkien
Look Her wedding ring slipped  she had grown so thin It was she who suffered  but she had nobody to tell,Virginia Woolf
Everything you have is to give,Ernest Hemingway
 Misery acquaints a man with strange bedfellows,William Shakespeare
Those who do not complain are never pitied,Jane Austen
As to classing it in the list of fables the idea was out of the question,Jules Verne
The wide world is all about you you can fence yourselves in but you cannot forever fence it out,J.R.R. Tolkien
But from the first months of his wifes pregnancy something new unpleasant depressing and unseemly and from which there was no way of escape unexpectedly showed itself,Leo Tolstoy
They lived and laughed and loved and left,James Joyce
One great part of every human existence is passed in a state which cannot be rendered sensible by the use of wideawake language cutanddry grammar and goahead plot,James Joyce
The place where she stood seemed to him a holy shrine unapproachable and there was one moment when he was almost retreating so overwhelmed was he with terror He had to make an effort to master himself and to remind himself that people of all sorts were moving about her and that he too might come there to skate He walked down for a long while avoiding looking at her as at the sun but seeing her as one does the sun without looking,Leo Tolstoy
I will honour Christmas in my heart and try to keep it all the year I will live in the Past the Present and the Future The Spirits of all Three shall strive within me I will not shut out the lessons that they teach,Charles Dickens
"Of course he was there a removed audience of my redemption songs from beyond the gravethe way Kafka and his father continued to shadowboxlong after they quit staring at each otherat the dinner table
    
  ","Thabo Jijana,"
If ever my life can be of any use to you come and claim it,Anton Chekhov
Eternal fire That inward burns shows them with ruddy flame Illumd,Dante Alighieri
The dead air shapes the dead darkness further away than seeing shapes the dead earth,William Faulkner
For it is good to be children sometimes and never better than at Christmas when its mighty Founder was a child Himself,Charles Dickens
"But sleep On a night like this What an idea Just think of how many thoughts a blanket smothers while one lies alone in bed and how many unhappy dreams it keeps warm
    
  ",Franz Kafka
 Such as we are made of such we be,William Shakespeare
The more I know of the world the more I am convinced that I shall never see a man whom I can really love I require so much,Jane Austen
"I have spent all my life resisting the desire to end it
    
  ","Franz Kafka,"
Heaven knows we need never be ashamed of our tears for they are rain upon the blinding dust of earth overlying our hard hearts I was better after I had cried than beforemore sorry more aware of my own ingratitude more gentle,Charles Dickens
"For humans the idea of freedom is all too often a means of deceiving themselves And although freedom is among the most exalted of feelings so is the illusion of freedom among the most exalted of illusions
    
  ","Franz Kafka,"
And youll miss me more as the narrowing weeks wing by Someday duly oneday truly twosday newly till whensday,James Joyce
And he that breaks a thing to find out what it is has left the path of wisdom,J.R.R. Tolkien
There is nothing so bad as parting with ones friends One seems too forlorn without them,Jane Austen
"It is not however only the word it is also the thing in all its infinite complexity that he Kafka articulates with unrivaled courage and clarity For since he fears power in any form since the real aim of his life is to withdraw from it in whatever form it may appear he detects it identifies it names it and creates figures of it in every instance where others would accept it as being nothing out of the ordinary
    
  ","Elias Canetti,"
And then Kinos brain cleared from its red concentration and he knew the sound  the keening moaning rising hysterical cry from the little cave in the side of the stone mountain the cry of death,John Steinbeck
With nothing left she would  cling to that which had robbed her as people will ,William Faulkner
 I will praise any man that will praise me,William Shakespeare
No one believes more firmly than Comrade Napoleon that all animals are equal He would be only too happy to let you make your decisions for yourselves But sometimes you might make the wrong decisions comrades and then where should we be,George Orwell
he said My fate O King led me hither through perils such as few even of the Elves would dare And here I have found what I sought not indeed but finding I would possess for ever For it is above all gold and silver and beyond all jewels Neither rock nor steel nor the fires of Morgoth nor all the powers of the Elfkingdoms shall keep from me the treasure that I desire For Luthien your daughter is the fairest of all the Children of the World Then silence fell upon the hall,J.R.R. Tolkien
The power of doing anything with quickness is always prized much by the possessor and often without any attention to the imperfection of the performance,Jane Austen
It is not our part to master all the tides of the world but to do what is in us for the succour of those years wherein we are set uprooting the evil in the fields that we know so that those who live after may have clean earth to till What weather they shall have is not ours to rule,J.R.R. Tolkien
Heres harmony said she heres repose Heres what may leave all painting and all music behind and what poetry only can attempt to describe Heres what may tranquilize every care and lift the heart to rapture When I look out on such a night as this I feel as if there could be neither wickedness nor sorrow in the world and there certainly would be less of both if the sublimity of Nature were more attended to and people were carried more out of themselves by contemplating such a scene,Jane Austen
 Summers lease hath all too short a date,William Shakespeare
Not all those who wander are lost,J.R.R. Tolkien
"There is in Kafka a sort of sleepworship he regards sleep as a panacea
    
  ","Elias Canetti,"
Beauty Terrible Beauty A deathless Goddess so she strikes our eyes,Homer
"Une me solitaire errant le long dun rivage absurde battu par les flots Cest peuttre la signification de ce nom  Kafka
    
  ","Haruki Murakami ,"
 The tempter or the tempted who sins most,William Shakespeare
We have only one story All novels all poetry are built on the neverending contest in ourselves of good and evil And it occurs to me that evil must constantly respawn while good while virtue is immortal,John Steinbeck
And Clarissa had cared for him more than she had ever cared for Richard Sally was positive of that No no no said Peter Sally should not have said thatshe went too far,Virginia Woolf
See you soon my strange joy my tender night,Vladimir Nabokov
I mistrust all frank and simple people especially when their stories hold together,Ernest Hemingway
"As sociedades de controle descritas pelo prprio Kafka mas tambm por Foucault e Burroughs operam por meio da postergao indefinida a educao  um processo para toda a vida o treinamento para o trabalho se estende por toda a vida profissional o trabalho nunca termina porque voc leva o trabalho para a casa trabalhase em casa e se fica em casa no trabalho etc Uma consequncia deste modo indefinido de poder e que a vigilncia externa  sucedida pelo policiamento interno O controle s funciona se voc for cmplice Logo a figura do viciado em controle de Burroughs aquele que  viciado por controle mas tambm inevitavelmente aquele que foi dominado e possudo pelo controle
    
  ","Mark Fisher,"
 Love is heavy and light bright and dark hot and cold sick and healthy asleep and awake,William Shakespeare
Orthodoxy means not thinkingnot needing to think Orthodoxy is unconsciousness,George Orwell
While there is infection in disease and sorrow there is nothing in the world so irresistibly contagious as laughter and goodhumour,Charles Dickens
This late age of the worlds experience had bred in them all all men and women a well of tears Tears and sorrows courage and endurance a perfectly upright and stoical bearing,Virginia Woolf
"Then having lighted his pipe he took out his watch He looked at it attentively he made perhaps some mathematical calculation At last he said triumphantly

Well done James had steered them like a born sailor",Virginia Woolf
The farther I go the more confidence I feel The order of these volcanic formations affords the strongest confirmation to the theories of Davy,Jules Verne
 He that loves to be flattered is worthy o the flatterer,William Shakespeare
What can you do thought Winston against the lunatic who is more intelligent than yourself who gives your arguments a fair hearing and then simply persists in his lunacy,George Orwell
Better be without sense than misapply it as you do,Jane Austen
For the most part people are not curious except about themselves,John Steinbeck
It was wonderful to walk down the long flights of stairs knowing that Id had good luck working I always worked until I had something done and I always stopped when I knew what was going to happen next That way I could be sure of going on the next day,Ernest Hemingway
I have not wanted syllables where actions have spoken so plainly,Jane Austen
War must be while we defend our lives against a destroyer who would devour all but I do not love the bright sword for its sharpness nor the arrow for its swiftness nor the warrior for his glory I love only that which they defend,J.R.R. Tolkien
Never could I expect to be so truly beloved and important so always first and always right in any mans eyes as I am in my fathers,Jane Austen
Of course it is answered Sam But not alone Im coming too or neither of us isnt going Ill knock holes in all the boats first,J.R.R. Tolkien
Cash is wet to the skin Yet the motion of the saw has not faltered as though it and the arm functioned in a tranquil conviction that rain was an illusion of the mind,William Faulkner
I dont want to be your friend baby I am your friend,Ernest Hemingway
Anything one man can imagine other men can make real,Jules Verne
Im jus pain covered with skin,John Steinbeck
There you could always go into the Luxembourg museum and all the paintings were heightened and clearer and more beautiful if you were bellyempty hollowhungry I learned to understand Cezanne much better and to see truly how he made landscapes when I was hungry I used to wonder if he were hungry too when he painted but I thought it was possibly only that he had forgotten to eat It was one of those unsound but illuminating thoughts you have when you have been sleepless or hungry Later I thought Cezanne was probably hungry in a different way,Ernest Hemingway
" December To die would mean nothing else than to surrender a nothing to the nothing but that would be impossible to conceive for how could a person even only as a nothing consciously surrender himself to the nothing and not merely to an empty nothing but rather to a roaring nothing whose nothingness consists only in its incomprehensibility
    
  ",Franz Kafka
As good as gold said Bob and better Somehow he gets thoughtful sitting by himself so much and thinks the strangest things you ever heard He told me coming home that he hoped the people saw him in the church because he was a cripple and it might be pleasant to them to remember upon Christmas Day who made lame beggars walk and blind men see,Charles Dickens
There was something very comfortable in having plenty of stationery,Charles Dickens
 God has given you one face and you make yourself another,William Shakespeare
Dewey Dell rises heaving to her feet She looks down at the face It is like a casting of fading bronze upon the pillow the hands alone still with any semblance of life a curled gnarled inertness a spent yet alert quality from which weariness exhaustion travail had not yet departed as though they doubted even yet the actuality of rest guarding with horned and penurious alertness the cessation which they know cannot last,William Faulkner
There is something so amiable in the prejudices of a young mind that one is sorry to see them give way to the reception of more general opinions,Jane Austen
He said people were talking behind the bedroom walls Mrs Filmer thought it odd He saw things too  he had seen an old womans head in the middle of a fern,Virginia Woolf
We may brave human laws but we cannot resist natural ones,Jules Verne
The only good human being is a dead one,George Orwell
I couldnt feel the gate at all but I could smell the bright cold,William Faulkner
"Svako ivi iza reetaka koje nosi sa sobom Zato se sada tako mnogo pie o ivotinjama To je izraz enje za slobodnim prirodnim ivotom No prirodni ivot za oveka jeste ljudski ivot To se ipak ne vidi Neemo da vidimo Ljudska egzistencija je odve tegobna zato bismo da je se otarasimo barem u fantaziji  Vraamo se ivotinji To je znatno prostije od ljudske egzistencije Dobro uukani usred stada mariramo ulicama gradova na posao na valove i u zadovoljstva To je ivot strogo kao u kancelariji Nema uda nego jedino uputstva za upotrebu obrasci i propisi Bojimo se slobode i odgovornosti Stoga se radije guimo iza reetaka koje ak i sami popravljamo Kafka o Preobraaju
    
  ","Gustav Janouch,"
If there was no suffering man would not know his limits would not know himself,Leo Tolstoy
There is nothing alive more agonized than man of all that breathe and crawl across the earth,Homer
My precious,J.R.R. Tolkien
You cant get away from yourself by moving from one place to another,Ernest Hemingway
"The time of Kafkas novel is the time of a humanity that has lost its continuity with humanity of a humanity that no longer knows anything and no longer remembers anything and lives in cities without names where the streets are without names or with names different from those they had yesterday because a name is continuity with the past and people without a past are people without a nameThe street Tamina was born on was called Schwerinova Street That was during the war when Prague was occupied by the Germans Her father was born on Cernokostelecka Avenue That was under AustriaHungary When her mother married her father and moved in there it was Marshal Foch Avenue That was after the  war Tamina spent her childhood on Stalin Avenue and it was on Vinohrady Avenue that her husband picked her up to take her to her new home And yet it was always the same street they just kept changing its name brainwashing it into a halfwit
    
  ","Milan Kundera,"
I have not the smallest objection to explaining them said he as soon as she allowed him to speak You either choose this method of passing the evening because you are in each others confidence and have secret affairs to discuss or because you are conscious that your figures appear to the greatest advantage in walking if the first I would be completely in your way and if the second I can admire you much better as I sit by the fire,Jane Austen
"san otkriva stvarnost za kojom predstava zaostajestrashno potiche od zhivota  potresno od umetnosti
    
  ",Franz Kafka
How did she differ What was the spirit in her the essential thing by which had you found a crumpled glove in the corner of a sofa you would have known it from its twisted finger hers indisputably She was like a bird for speed an arrow for directness She was willful she was commanding,Virginia Woolf
Come Friend you too must die Why moan about it so Even Patroclus died a far far better man than you,Homer
Misfortune is a fact of nature acceptable to women especially when it falls on other women,John Steinbeck
   though where so many hours have been spent in convincing myself that I am right is there not some reason to fear I may be wrong,Jane Austen
Only Jane Austen did it and Emily Bront It is another feather perhaps the finest in their caps They wrote as women write not as men write Of all the thousand women who wrote novels then they alone entirely ignored the perpetual admonitions of the eternal pedagoguewrite this think that ,Jane Austen
"Just as the flneur wanders the Parisian Grands Boulevards allowing disparate shocklike experiences to be inscribed on his body even as they resonate in his memory so the assistant type in a state of intoxication akin to a mystical trance wanders through the Kafkan universe In their blithe and groundless transparency such figures alone seem capable of bringing to consciousness the alienating character of historical conditions
    
  ","Howard Eiland,"
It aint so funny him an me goin aroun together George said at last Him and me was both born in Auburn I knowed his Aunt Clara She took him when he was a baby and raised him up When his Aunt Clara died Lennie just come along with me out workin Got kinda used to each other after a little while,John Steinbeck
Lets face it our lives are miserable laborious and short,George Orwell
A young woman in love always looks like Patience on a monument Smiling at Grief,Jane Austen
But now as an examining magistrate Ivan Ilych felt that everyone without exception even the most important and selfsatisfied was in his power and that he need only write a few words on a sheet of paper with a certain heading and this or that important self satisfied person would be brought before him in the role of an accused person or a witness and if he did not choose to allow him to sit down would have to stand before him and answer his questions,Leo Tolstoy
Deserves it I daresay he does Many that live deserve death And some that die deserve life Can you give it to them Then do not be too eager to deal out death in judgement For even the very wise cannot see all ends,J.R.R. Tolkien
 If  be the food of love play on,William Shakespeare
 Life is as tedious as twicetold tale vexing the dull ear of a drowsy man,William Shakespeare
"To je zabluda Knjiga ne moe da zameni svet To je nemoguno U ivotu sve ima svoj smisao i svoj zadatak koji ne mogu bez ostatka biti ispunjeni neim drugim Nije moguno na primer proiveti neto posredstvom nekog zamenika Tako je i sa svetom i knjigom Pokuavamo da ivot zatvorimo u knjige kao pticu pevaicu u kavez Ali u tome ne uspevamo Naprotiv ovek od knjikih apstrakcija ne izgrauje nita drugo nego sistem u vidu kaveza za sebe
    
  ",Gustav Janouch
No space of regret can make amends for one lifes opportunity misused,Charles Dickens
There is I believe in every disposition a tendency to some particular evila natural defect which not even the best education can overcome,Jane Austen
Scrooge knew he was dead Of course he did How could it be otherwise Scrooge and he were partners for I dont know how many years Scrooge was his sole executor his sole administrator his sole assign his sole residuary legatee his sole friend and sole mourner And even Scrooge was not so dreadfully cut up by the sad event but that he was an excellent man of business on the very day of the funeral and solemnised it with an undoubted bargain,Charles Dickens
I believe a strong woman may be stronger than a man particularly if she happens to have love in her heart I guess a loving woman is indestructible,John Steinbeck
It was the greatest pearl in the world,John Steinbeck
Death was a friend and sleep was deaths brother,John Steinbeck
There was truth and there was untruth and if you clung to the truth even against the whole world you were not mad,George Orwell
The Gracehoper was always jigging ajog hoppy on akkant of his joyicity,James Joyce
"Yo he escrito tambin algunos cuentos en los cuales trat ambiciosa e inultimente de ser Kafka
    
  ",Jorge Luis Borges
A man after he has brushed off the dust and chips of his life will have left only the hard clean questions Was it good or was it evil Have I done wellor ill,John Steinbeck
There are books of which the backs and covers are by far the best parts,Charles Dickens
Corpus Domini nostri Could it be He knelt there sinless and timid and he would hold upon his tongue the host and God would enter his purified bodyIn vitam eternam Amen Another life A life of grace and virtue and happiness It was true It was not a dream from which he would wake The past was pastCorpus Domini nostri The ciborium had come to him,James Joyce
If my life can ever be of any use to you come and take it,Anton Chekhov
The story was writing itself and I was having a hard time keeping up with it,Ernest Hemingway
 April hath put a spirit of youth in everything,William Shakespeare
His countenance possessed in the highest degree what physiognomists call repose in action a quality of those who act rather than talk,Jules Verne
There is not much future in men being friends with great women although it can be pleasant enough before it gets better or worse and there is usually even less future with truly ambitious women writers,Ernest Hemingway
Why darling I dont live at all when Im not with you,Ernest Hemingway
"In an enchanting encounter with the myriad books that I met in a cosy book shop today I couldnt help but get bedazzled with the cornucopia of stories and poetry that lay snuggled in the plethora of shelves at display You wouldnt believe it dear readers that I heard a real symphony in my ears at that very moment of this august encounter that happened in November There was no rain today but the bright and sunny spirit of the day was as magical as any rainy day might have made me feel I do not know about the other people in the book shop but to me that very moment felt as if I was on cloud nine Proverbially it felt as if I was listening with a mellifluous ecstasy to the magic of Tchaikovskys Swan Lake At that exact moment when I lay my hands or rather I would say I grabbed my hands on the two books that I have been yearning to read since a long time I guess the entire Universe pausedNow without having an iota of energy within me to any other further delay in experiencing the magic and in experiencing the mad euphoria that has serenaded my entire being I take your leave my dearest readers to indulge myself and in the most pleasurable way possible with the words of Franz Kafka and Fyodor Dostoevsky
    
  ",Avijeet Das
There is nothing to writing All you do is sit down at a typewriter and bleed,Ernest Hemingway
The clouds appeared and went away and in a while they did not try anymore,John Steinbeck
This is the evenhanded dealing of the world he said There is nothing on which it is so hard as poverty and there is nothing it professes to condemn with such severity as the pursuit of wealth,Charles Dickens
All this she must possess added Darcy and to all this she must yet add something more substantial in the improvement of her mind by extensive reading,Jane Austen
I always deserve the best treatment because I never put up with any other,Jane Austen
Steam seems to have killed all gratitude in the hearts of sailors,Jules Verne
If one is a woman one is often surprised by a sudden splitting off of consciousness say in walking down Whitehall when from being the natural inheritor of that civilisation she becomes on the contrary alien and critical ,Virginia Woolf
"ki saatlik yaam iki sayfalk bir yazdan daha iyidir diye emin olmayn Yaz yoksuldur ama daha temizdir
    
  ","Franz Kafka,"
"If it had been possible to build the Tower of Babel without ascending it the work would have been permittedWenn es mglich gewesen wre den Turm von Babel zu erbauern ohne ihn zu erklettern es wre erlaubt worden
    
  ","Franz Kafka,"
 What is past is prologue,William Shakespeare
They waited until Miss Emily was decently in the ground before they opened it,William Faulkner
 Uneasy lies the head that wears the crown,William Shakespeare
"Milena birisi yznz iki elinin arasna sktrp  doruca gzlerinizin iine bakmal ki bu kiinin gzlerinde kendinizi grdkten sonra bir daha yazdnz eyleri aklnzadan bile geiremeyeceksiniz
    
  ","Franz Kafka,"
Only Jane Austen did it and Emily Bront It is another feather perhaps the finest in their caps They wrote as women write not as men write Of all the thousand women who wrote novels then they alone entirely ignored the perpetual admonitions of the eternal pedagoguewrite this think that ,Jane Austen
A ladys imagination is very rapid it jumps from admiration to love from love to matrimony in a moment,Jane Austen
This is the end of a story that even people who are not usually amazed at anything may refuse to believe But I am armed in advance against human incredulity,Jules Verne
"Human nature essentially changeable unstable as the dust can endure no restraint if it binds itself it soon begins to tear madly at its bonds until it rends everything asunder the wall the bonds and its very selfDas menschliche Wesen leichtfertig in seinem Grund von der Natur des auffliegenden Staubes vertrgt keine Fesselung fesselt es sich selbst wird es bald wahnsinnig an den Fesseln zu rtteln anfangen und Mauer Kette und sich selbst in alle Himmelsrichtungen zerreien
    
  ","Franz Kafka,"
War is not won by victory,Ernest Hemingway
If to live in this style is to be eccentric it must be confessed that there is something good in eccentricity,Jules Verne
Theres more beauty in truth even if it is dreadful beauty,John Steinbeck
In vain I have struggled It will not do My feelings will not be repressed You must allow me to tell you how ardently I admire and love you,Jane Austen
You showed me how insufficient were all my pretensions to please a woman worthy of being pleased,Jane Austen
The book and writer both Were loves purveyors,Dante Alighieri
,William Shakespeare
Fiction here is likely to contain more truth than fact Therefore I propose making use of all the liberties and licenses of a novelist to tell you the story of the two days that preceded my coming here,Virginia Woolf
The broken heart You think you will die but you just keep living day after day after terrible day,Charles Dickens
Reality exists in the human mind and nowhere else,George Orwell
"For him Kafka the most tormenting thing about his notion of marriage must have been its ruling out the possibility of ones ever becoming so small as to be able to vanish one has to be there
    
  ","Elias Canetti,"
For she felt that he was still looking at her but that his look had changed He wanted somethingwanted the thing she always found it so difficult to give him wanted her to tell him that she loved him And that no she could not do He found talking so much easier than she did He could say thingsshe never could ,Virginia Woolf
I thought I had inherited both the scars of the fire and the impurities which made the fire necessaryall inherited I thought All inherited,John Steinbeck
You are too generous to trifle with me If your feelings are still what they were last April tell me so at once My affections and wishes are unchanged but one word from you will silence me on this subject for ever,Jane Austen
In that hour of trial it was the love of his master that helped most to hold him firm but also deep down in him lived still unconquered his plain hobbitsense he knew in the core of his heart that he was not large enough to bear such a burden even if such visions were not a mere cheat to betray him,J.R.R. Tolkien
"Your art would follow nature

just as a pupil imitates his master

 your art is almost Gods grandchild",Dante Alighieri
A woman especially if she have the misfortune of knowing anything should conceal it as well as she can,Jane Austen
Let other pens dwell on guilt and misery,Jane Austen
Father and I protect women from one another from themselves our women,William Faulkner
There is the heat of Love the pulsing rush of Longing the lovers whisper irresistiblemagic to make the sanest man go mad,Homer
Think only of the past as its remembrance gives you pleasure,Jane Austen
The book has somehow to be adapted to the body and at a venture one would say that womens books should be shorter more concentrated than those of men and framed so that they do not need long hours of steady and uninterrupted work For interruptions there will always be,Virginia Woolf
Eileen had long white hands One evening when playing tig she had put her hands over his eyes long and white and thin and cold and soft That was ivory a cold white thing That was the meaning of Tower of Ivory,James Joyce
I could easily forgive his pride if he had not mortified mine,Jane Austen
Never laugh at live dragons,J.R.R. Tolkien
Let me not then die ingloriously and without a struggle but let me first do some great thing that shall be told among men hereafter,Homer
"te btn bunlar Kya kendisiyle btn balarn koparld imdi doal olarak her zamankinden daha zgr olduu ve ona baka zaman yasak olan bu yerde istedii kadar bekleyebilecei hissini verdi sanki zgrln kimsenin yapamayaca bir mcadeleyle elde etmiti ve kimse ona dokunamazd onu kovamazd hatta onunla konuamazd bile ama bu inan ylesine glyd ki sanki ayn zamanda bu zgrlkten bu bekleyiten bu dokunulmazlktan daha anlamsz ve aresiz bir ey yoktu
    
  ",Franz Kafka
"It could not be worse Passini said respectfully There is nothing worse than war

Defeat is worse

I do not believe it Passini said still respectfully What is defeat You go home",Ernest Hemingway
Besides considerations as to the possible transfers and promotions likely to result from Ivan Ilychs death the mere fact of the death of a near acquaintance aroused as usual in all who heard of it the complacent feeling that it is he who is dead and not I,Leo Tolstoy
Curious how a place unvisited can take such hold on the mind so that the very name sets up a ringing,John Steinbeck
I dont know if a little music aint about the nicest thing a fellow can have,William Faulkner
But do not despise the lore that has come down from distant years for oft it may chance that old wives keep in memory word of things that once were needful for the wise to know,J.R.R. Tolkien
Like most modern people I dont believe in prophecy or magic and then spend half my time practicing it,John Steinbeck
She was convinced that she could have been happy with him when it was no longer likely they should meet,Jane Austen
I suppose our capacity for selfdelusion is boundless,John Steinbeck
No one who can read ever looks at a book even unopened on a shelf like one who cannot,Charles Dickens
The more you love a memory the stronger and stranger it becomes,Vladimir Nabokov
Ivan Ilych wasa capable cheerful goodnatured and sociable man though strict in the fulfillment of what he considered to be his duty and he considered his duty to be what was so considered by those in authority,Leo Tolstoy
All the girls in the world were divided into two classes one classall the girls in the world except her and those girls with all sorts of human weaknesses and very ordinary girls the other classshe alone having no weaknesses of any sort and higher than all humanity,Leo Tolstoy
Where people are really attached poverty itself is wealth,Jane Austen
,William Shakespeare
Luck you see brings bitter friends,John Steinbeck
An English criminal you know is always better concealed in London than anywhere else,Jules Verne
Strange things may be generally accounted for if their cause be fairly searched out,Jane Austen
When people are engaged in something they are not proud of they do not welcome witnesses,John Steinbeck
Without music life would be a blank to me,Jane Austen
"As told by Kafkas close friend Max BrodSuddenly he began to speak to the fish in their illuminated tanks Now at least I can look at you in peace I dont eat you anymore It was the time he turned strictly vegetarian
    
  ","Jonathan Safran Foer,"
They aint no luck going be on no place where one of they own chillens name aint never spoke,William Faulkner
No animal has more liberty than the cat but it buries the mess it makes The cat is the best anarchist,Ernest Hemingway
Not this way master he pleaded There is another way O yes indeed there is Another way darker more difficult to find more secret But Smagol knows it Let Smagol show you,J.R.R. Tolkien
As I went downstairs I heard Bill singing Irony and Pity When youre feeling    Oh Give them Irony and Give them Pity,Ernest Hemingway
